source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	factor value[cell line]
MDA-MB-231_CC_control	homo sapiens	cell culture	1	triple-negative breast carcinoma	cell line	not available	not available	MDA-MB-231 cell	CVCL_0062	MDA-MB-231	Dulbecco's Modified Eagle Medium	MDA-MB-231_CC_control.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD009442/MDA-MB-231_CC_control.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	10 ppm	0.05 Da	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=N-term;PP=Protein N-term	orbitrap	350m/z-2000m/z	MDA-MB-231 parental
MDA-MB-231_CC_CisPt	homo sapiens	cell culture	1	triple-negative breast carcinoma	cell line	not available	not available	MDA-MB-231 cell	CVCL_0062	MDA-MB-231	Dulbecco's Modified Eagle Medium	MDA-MB-231_CC_CisPt.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD009442/MDA-MB-231_CC_CisPt.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	10 ppm	0.05 Da	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=N-term;PP=Protein N-term	orbitrap	350m/z-2000m/z	MDA-MB-231-Rcispl
MDA-MB-231_CC_Dox	homo sapiens	cell culture	1	triple-negative breast carcinoma	cell line	not available	not available	MDA-MB-231 cell	CVCL_0062	MDA-MB-231	Dulbecco's Modified Eagle Medium	MDA-MB-231_CC_Dox.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD009442/MDA-MB-231_CC_Dox.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	10 ppm	0.05 Da	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=N-term;PP=Protein N-term	orbitrap	350m/z-2000m/z	MDA-MB-231-Rdox
MDA-MB-231_CC_cyclo	homo sapiens	cell culture	1	triple-negative breast carcinoma	cell line	not available	not available	MDA-MB-231 cell	CVCL_0062	MDA-MB-231	Dulbecco's Modified Eagle Medium	MDA-MB-231_CC_cyclo.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD009442/MDA-MB-231_CC_cyclo.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	10 ppm	0.05 Da	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=N-term;PP=Protein N-term	orbitrap	350m/z-2000m/z	MDA-MB-231-Rcyclo
MDA-MB-231_CSC_control	homo sapiens	cell culture	1	triple-negative breast carcinoma	cell line	not available	not available	MDA-MB-231 cell	CVCL_0062	MDA-MB-231	not available	MDA-MB-231_CSC_control.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD009442/MDA-MB-231_CSC_control.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	10 ppm	0.05 Da	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Deamidated;AC=UNIMOD:7;MT=variable;TA=N,Q;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=N-term;PP=Protein N-term	orbitrap	350m/z-2000m/z	MDA-MB-231-CSC
