source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms min charge]	comment[fractionation method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[sample type]
WT_antiSyt11_1	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	wild type	study sample	1	OE20191115-15_IVCoIP20191018IS_mbP5IF-20190917-WT_Sol91_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_o_5v13	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20191018	1	1	OE20191115-15_IVCoIP20191018IS_mbP5IF-20190917-WT_Sol91_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_o_5v13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	wild type	study sample
WT_antiSyt11_1	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	wild type	study sample	1	OE20191115-16_IVCoIP20191018IS_mbP5IF-20190917-WT_Sol91_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_u_5v13	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20191018	2	1	OE20191115-16_IVCoIP20191018IS_mbP5IF-20190917-WT_Sol91_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_u_5v13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	wild type	study sample
WT_antiSyt11_2	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	wild type	study sample	2	OE20200324-03_12CoIP20200224IS_mbP5IF-WT_Sol91CaCl2_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_o_5v13	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20200224	1	1	OE20200324-03_12CoIP20200224IS_mbP5IF-WT_Sol91CaCl2_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_o_5v13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	wild type	study sample
WT_antiSyt11_2	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	wild type	study sample	2	OE20200324-04_12CoIP20200224IS_mbP5IF-WT_Sol91CaCl2_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_u_5v13	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20200224	2	1	OE20200324-04_12CoIP20200224IS_mbP5IF-WT_Sol91CaCl2_Synaptotagmin-11SynapticSystems-270003-Lot-1-4_u_5v13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	wild type	study sample
KO_antiSyt11_1	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	Syt11 knockout	negative control	1	OE20191115-13_ICoIP20191018IS_mbP5IF-20190917-KOSyt11_Sol91_Synaptotagmin-11SynapticSystems-270003_o_5v13_TL	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20191018	1	1	OE20191115-13_ICoIP20191018IS_mbP5IF-20190917-KOSyt11_Sol91_Synaptotagmin-11SynapticSystems-270003_o_5v13_TL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Syt11 knockout	negative control
KO_antiSyt11_1	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	Syt11 knockout	negative control	1	OE20191115-14_ICoIP20191018IS_mbP5IF-20190917-KOSyt11_Sol91_Synaptotagmin-11SynapticSystems-270003_u_5v13	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20191018	2	1	OE20191115-14_ICoIP20191018IS_mbP5IF-20190917-KOSyt11_Sol91_Synaptotagmin-11SynapticSystems-270003_u_5v13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Syt11 knockout	negative control
WT_IgG_1	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	wild type	negative control	1	OE20191115-11_IICoIP20191018IS_mbP5IF-20190917-WT_Sol91_IgGMillipore-12-370-Lot-2896738_o_5v13	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20191018	1	1	OE20191115-11_IICoIP20191018IS_mbP5IF-20190917-WT_Sol91_IgGMillipore-12-370-Lot-2896738_o_5v13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	wild type	negative control
WT_IgG_1	Mus musculus	brain	normal	not available	tissue	neonate	not available	C57BL/6J	wild type	negative control	1	OE20191115-12_IICoIP20191018IS_mbP5IF-20190917-WT_Sol91_IgGMillipore-12-370-Lot-2896738_u_5v13	proteomic profiling by mass spectrometry	NT=Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	5 ppm	0.8 Da	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=ion trap;AC=MS:1000264	2	NT=SDS PAGE;AC=PRIDE:0000568	CoIP20191018	2	1	OE20191115-12_IICoIP20191018IS_mbP5IF-20190917-WT_Sol91_IgGMillipore-12-370-Lot-2896738_u_5v13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	wild type	negative control
