source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[compound]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
ctrl_high_glucose_1	Homo sapiens	skin of body	fibroblast	not available	glucose	ctrl_high_glucose	1	run_1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	7 ppm	1	1	20201103_EM_HighGlc_Veh_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_high_glucose
ctrl_high_glucose_2	Homo sapiens	skin of body	fibroblast	not available	glucose	ctrl_high_glucose	2	run_2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	7 ppm	1	1	20201103_EM_HighGlc_Veh_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_high_glucose
ctrl_high_glucose_3	Homo sapiens	skin of body	fibroblast	not available	glucose	ctrl_high_glucose	3	run_3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	7 ppm	1	1	20201103_EM_HighGlc_Veh_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_high_glucose
ctrl_low_glucose_1	Homo sapiens	skin of body	fibroblast	not available	glucose	ctrl_low_glucose	1	run_4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	7 ppm	1	2	20201103_EM_LowGlc_Veh_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_low_glucose
ctrl_low_glucose_2	Homo sapiens	skin of body	fibroblast	not available	glucose	ctrl_low_glucose	2	run_5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	7 ppm	1	2	20201103_EM_LowGlc_Veh_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_low_glucose
ctrl_low_glucose_3	Homo sapiens	skin of body	fibroblast	not available	glucose	ctrl_low_glucose	3	run_6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	7 ppm	1	2	20201103_EM_LowGlc_Veh_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_low_glucose
