source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[depletion]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[acquisition date]	factor value[source name]
THP1Mac-040518-UV	Homo sapiens	blood	macrophage	2	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by mock infection with UV-inactivated influenza A virus	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac040518_UV_4_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac040518_UV_4_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-06 12:37:58	THP1Mac-040518-UV
THP1Mac-040518-X31	Homo sapiens	blood	macrophage	2	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by infection with influenza A virus A/X-31 (H3N2) at MOI 1.0 for 24 h	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac040518_X31_6_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac040518_X31_6_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-07 01:08:05	THP1Mac-040518-X31
THP1Mac-040518-Wis	Homo sapiens	blood	macrophage	2	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by infection with influenza A virus A/Wisconsin/67/2005 (H3N2) at MOI 1.0 for 24 h	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac040518_wis_5_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac040518_wis_5_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-06 18:53:01	THP1Mac-040518-Wis
THP1Mac-120518-UV	Homo sapiens	blood	macrophage	3	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by mock infection with UV-inactivated influenza A virus	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac120518_UV_7_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac120518_UV_7_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-07 07:23:06	THP1Mac-120518-UV
THP1Mac-120518-X31	Homo sapiens	blood	macrophage	3	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by infection with influenza A virus A/X-31 (H3N2) at MOI 1.0 for 24 h	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac120518_X31_9_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac120518_X31_9_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-07 19:53:17	THP1Mac-120518-X31
THP1Mac-120518-Wis	Homo sapiens	blood	macrophage	3	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by infection with influenza A virus A/Wisconsin/67/2005 (H3N2) at MOI 1.0 for 24 h	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac120518_wis_8_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac120518_wis_8_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-07 13:38:14	THP1Mac-120518-Wis
THP1Mac-270418-UV	Homo sapiens	blood	macrophage	1	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by mock infection with UV-inactivated influenza A virus	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac270418_UV_1_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac270418_UV_1_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-05 15:05:58	THP1Mac-270418-UV
THP1Mac-270418-X31	Homo sapiens	blood	macrophage	1	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by infection with influenza A virus A/X-31 (H3N2) at MOI 1.0 for 24 h	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac270418_X31_3_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac270418_X31_3_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-06 05:47:05	THP1Mac-270418-X31
THP1Mac-270418-Wis	Homo sapiens	blood	macrophage	1	childhood acute monocytic leukemia	cell line	differentiation with 100 ng/mL phorbol 12-myristate 13-acetate for 48 h followed by infection with influenza A virus A/Wisconsin/67/2005 (H3N2) at MOI 1.0 for 24 h	depletion	not available	1Y	male	infant	not applicable	THP-1	CVCL_0006	THP-1	blood	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	-80 °C	Ben_050319_THP1Mac270418_wis_2_001	proteomic profiling by mass spectrometry	1	Ben_050319_THP1Mac270418_wis_2_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-03-05 23:32:03	THP1Mac-270418-Wis
