source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[tissue mass]	characteristics[treatment]	characteristics[depletion]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[acquisition date]	factor value[source name]
TL1165-UV	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	mock infection control, UV-inactivated influenza A virus	depletion	not available	not available	not available	not available	TL1165	bln_250919_TL1165UV_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1165UV_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-27 01:09:08	TL1165-UV
TL1165-Wis	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	ex-vivo infection with influenza A virus A/Wisconsin/67/2005 (H3N2) at log 7.4 pfu per well for 2 h followed by 22 h incubation	depletion	not available	not available	not available	not available	TL1165	bln_250919_TL1165Wis_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1165Wis_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-27 07:25:04	TL1165-Wis
TL1178-UV	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	mock infection control, UV-inactivated influenza A virus	depletion	not available	not available	not available	not available	TL1178	bln_250919_TL1178UV_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1178UV_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-27 13:41:02	TL1178-UV
TL1178-Wis	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	ex-vivo infection with influenza A virus A/Wisconsin/67/2005 (H3N2) at log 7.4 pfu per well for 2 h followed by 22 h incubation	depletion	not available	not available	not available	not available	TL1178	bln_250919_TL1178Wis_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1178Wis_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-27 19:56:56	TL1178-Wis
TL1178-X31	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	ex-vivo infection with influenza A virus A/X-31 (H3N2) at log 7.4 pfu per well for 2 h followed by 22 h incubation	depletion	not available	not available	not available	not available	TL1178	bln_250919_TL1178X31_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1178X31_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-28 02:12:50	TL1178-X31
TL1187-UV	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	mock infection control, UV-inactivated influenza A virus	depletion	not available	not available	not available	not available	TL1187	bln_250919_TL1187UV_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1187UV_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-28 08:28:49	TL1187-UV
TL1187-Wis	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	ex-vivo infection with influenza A virus A/Wisconsin/67/2005 (H3N2) at log 7.4 pfu per well for 2 h followed by 22 h incubation	depletion	not available	not available	not available	not available	TL1187	bln_250919_TL1187Wis_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1187Wis_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-28 14:44:43	TL1187-Wis
TL1187-X31	Homo sapiens	lung	not applicable	1	not available	tissue	250 mg	ex-vivo infection with influenza A virus A/X-31 (H3N2) at log 7.4 pfu per well for 2 h followed by 22 h incubation	depletion	not available	not available	not available	not available	TL1187	bln_250919_TL1187X31_global_001	proteomic profiling by mass spectrometry	1	bln_250919_TL1187X31_global_001.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	32% NCE	10 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;PP=Any N-term;TA=*;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	ion trap	2019-09-28 21:00:36	TL1187-X31
