source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	not available	not available	1	not available	Assay1	proteomic profiling by mass spectrometry	1	L_Welp_MR_R_Papenfuss_230721_110921_ExplI_rS1-DII_NAD8merModB_invitro3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample2	Escherichia coli	not available	not available	1	not available	Assay2	proteomic profiling by mass spectrometry	2	L_Welp_MR_R_Papenfuss_230721_110921_ExplI_rS1-DII_ADPRibModB_invitro2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample3	Escherichia coli	not available	not available	1	not available	Assay3	proteomic profiling by mass spectrometry	1	MR_AW_K_Hoefer_060922_200922_Expl2_rL2-NAD-8mer_rep1_sample_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample4	Escherichia coli	not available	not available	1	not available	Assay4	proteomic profiling by mass spectrometry	2	MR_AW_K_Hoefer_060922_210922_Expl2_rL2-P-8mer_rep2_sample_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample5	Escherichia coli	not available	not available	1	not available	Assay5	proteomic profiling by mass spectrometry	1	L_Welp_MR_R_Papenfuss_230721_110921_ExplI_rS1-DII_NAD8merModB_RNases_invitro4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample6	Escherichia coli	not available	not available	1	not available	Assay6	proteomic profiling by mass spectrometry	2	MR_AW_K_Hoefer_060922_210922_Expl2_rL2-NAD-8mer_rep2_sample_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample7	Escherichia coli	not available	not available	1	not available	Assay7	proteomic profiling by mass spectrometry	1	L_Welp_MR_R_Papenfuss_230721_100921_ExplI_rS1-DII_unmodified_invitro1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample8	Escherichia coli	not available	not available	1	not available	Assay8	proteomic profiling by mass spectrometry	2	MR_AW_K_Hoefer_060922_200922_Expl2_rL2-P-8mer_rep1_sample_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample9	Escherichia coli	not available	not available	1	not available	Assay9	proteomic profiling by mass spectrometry	1	MR_AW_K_Hoefer_060922_200922_Expl2_rL2-only_rep1_sample_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample10	Escherichia coli	not available	not available	1	not available	Assay10	proteomic profiling by mass spectrometry	2	L_Welp_MR_R_Papenfuss_230721_100921_ExplI_rS1-DII_ADPRibModB_invitro2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample11	Escherichia coli	not available	not available	1	not available	Assay11	proteomic profiling by mass spectrometry	1	MR_AW_K_Hoefer_060922_210922_Expl2_rL2-only_rep2_sample_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample12	Escherichia coli	not available	not available	1	not available	Assay12	proteomic profiling by mass spectrometry	2	MR_AW_K_Hoefer_060922_200922_Expl2_rL2-NAD_rep1_sample_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample13	Escherichia coli	not available	not available	1	not available	Assay13	proteomic profiling by mass spectrometry	1	L_Welp_MR_R_Papenfuss_230721_100921_ExplI_rS1-DII_NAD8merModB_invitro3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample14	Escherichia coli	not available	not available	1	not available	Assay14	proteomic profiling by mass spectrometry	2	L_Welp_MR_R_Papenfuss_230721_100921_ExplI_rS1-DII_NAD8merModB_RNases_invitro4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
Sample15	Escherichia coli	not available	not available	1	not available	Assay15	proteomic profiling by mass spectrometry	1	L_Welp_MR_R_Papenfuss_230721_110921_ExplI_rS1-DII_unmodified_invitro1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collision-induced dissociation	6 ppm	20 ppm	not available
