source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2019_11_30_15_15_Q-Exactive-HF-X-Orbitrap_6078	Homo sapiens	Epithelial cell	not available	not available	not available	1	2019_11_30_15_15_Q-Exactive-HF-X-Orbitrap_6078	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2019_11_30_15_15_Q-Exactive-HF-X-Orbitrap_6078.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2019_02_06_00_25_Q-Exactive-HF-X-Orbitrap_6073	Homo sapiens	Epithelial cell	not available	not available	not available	1	2019_02_06_00_25_Q-Exactive-HF-X-Orbitrap_6073	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2019_02_06_00_25_Q-Exactive-HF-X-Orbitrap_6073.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2017_02_06_21_05_Q-Exactive-HF-Orbitrap_2612	Homo sapiens	Epithelial cell	not available	not available	not available	1	2017_02_06_21_05_Q-Exactive-HF-Orbitrap_2612	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2017_02_06_21_05_Q-Exactive-HF-Orbitrap_2612.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2019_08_05_23_30_Q-Exactive-HF-X-Orbitrap_6101	Homo sapiens	Epithelial cell	not available	not available	not available	1	2019_08_05_23_30_Q-Exactive-HF-X-Orbitrap_6101	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2019_08_05_23_30_Q-Exactive-HF-X-Orbitrap_6101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2015_01_11_21_13_Q-Exactive-HF-Orbitrap_207	Homo sapiens	Epithelial cell	not available	not available	not available	1	2015_01_11_21_13_Q-Exactive-HF-Orbitrap_207	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2015_01_11_21_13_Q-Exactive-HF-Orbitrap_207.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2016_02_22_02_20_Q-Exactive-HF-Orbitrap_204	Homo sapiens	Epithelial cell	not available	not available	not available	1	2016_02_22_02_20_Q-Exactive-HF-Orbitrap_204	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2016_02_22_02_20_Q-Exactive-HF-Orbitrap_204.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2018_02_20_19_43_Q-Exactive-HF-X-Orbitrap_6070	Homo sapiens	Epithelial cell	not available	not available	not available	1	2018_02_20_19_43_Q-Exactive-HF-X-Orbitrap_6070	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2018_02_20_19_43_Q-Exactive-HF-X-Orbitrap_6070.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2019_11_10_14_29_Q-Exactive-HF-X-Orbitrap_6096	Homo sapiens	Epithelial cell	not available	not available	not available	1	2019_11_10_14_29_Q-Exactive-HF-X-Orbitrap_6096	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2019_11_10_14_29_Q-Exactive-HF-X-Orbitrap_6096.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2016_02_26_23_43_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	Epithelial cell	not available	not available	not available	1	2016_02_26_23_43_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2016_02_26_23_43_Orbitrap-Fusion-Lumos_FSN20115.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
2015_10_27_01_20_Q-Exactive-HF-Orbitrap_204	Homo sapiens	Epithelial cell	not available	not available	not available	1	2015_10_27_01_20_Q-Exactive-HF-Orbitrap_204	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2015_10_27_01_20_Q-Exactive-HF-Orbitrap_204.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
