source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
b4_1303	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	b4_1303	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	b4_1303.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
b5_7605	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	b5_7605	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	b5_7605.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
b6_2902	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	b6_2902	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	b6_2902.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
b7_7601	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	b7_7601	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	b7_7601.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
b8_6705	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	b8_6705	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	b8_6705.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
b9_7505	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	b9_7505	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	b9_7505.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c10_6211	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c10_6211	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c10_6211.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c11_1408	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c11_1408	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c11_1408.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c12_3302	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c12_3302	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c12_3302.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c1_3814	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c1_3814	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c1_3814.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c1_ii_8805	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c1_ii_8805	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c1_ii_8805.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c2_8205	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c2_8205	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c2_8205.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c3_3108	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c3_3108	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c3_3108.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c4_2204	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c4_2204	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c4_2204.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c5_6704	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c5_6704	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c5_6704.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c6_8603	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c6_8603	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c6_8603.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c7_1607	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c7_1607	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c7_1607.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c8_6720	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c8_6720	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c8_6720.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
c9_4604	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	c9_4604	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	c9_4604.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d10_7418	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d10_7418	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d10_7418.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d11_1717	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d11_1717	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d11_1717.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d12_2104	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d12_2104	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d12_2104.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d1_5103	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d1_5103	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d1_5103.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d1_ii_2104	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d1_ii_2104	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d1_ii_2104.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d2_7810	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d2_7810	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d2_7810.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d3_4310	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d3_4310	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d3_4310.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d4_1511	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d4_1511	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d4_1511.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d5_1205	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d5_1205	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d5_1205.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d6_8514	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d6_8514	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d6_8514.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d7_4212	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d7_4212	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d7_4212.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
d8_2509	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d8_2509	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d8_2509.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
