source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
1722006-F1	Candida albicans	not available	not available	1	1722006-F1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F10	Candida albicans	not available	not available	1	1722006-F10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F11	Candida albicans	not available	not available	1	1722006-F11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F12	Candida albicans	not available	not available	1	1722006-F12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F13	Candida albicans	not available	not available	1	1722006-F13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F14	Candida albicans	not available	not available	1	1722006-F14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F15	Candida albicans	not available	not available	1	1722006-F15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F16	Candida albicans	not available	not available	1	1722006-F16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F17	Candida albicans	not available	not available	1	1722006-F17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F18	Candida albicans	not available	not available	1	1722006-F18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F19	Candida albicans	not available	not available	1	1722006-F19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F2	Candida albicans	not available	not available	1	1722006-F2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F20	Candida albicans	not available	not available	1	1722006-F20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
1722006-F21	Candida albicans	not available	not available	1	1722006-F21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	1722006-F21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
