source name	characteristics[sample name]	characteristics[organism]	characteristics[environmental medium]	characteristics[microbiome source]	characteristics[geographic location]	characteristics[project name]	characteristics[host organism]	characteristics[host body site]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[synthetic peptide]	characteristics[depletion]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[fraction identifier]	comment[technical replicate]	comment[sample storage temperature]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
VIGR-104	VIGR-104	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 28	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-104.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-107	VIGR-107	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 29	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-107.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-107	VIGR-107	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 30	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-107.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-108	VIGR-108	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 31	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-108.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-108	VIGR-108	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 32	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-108.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-113	VIGR-113	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-113.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-113	VIGR-113	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-113.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-114	VIGR-114	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-114.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-114	VIGR-114	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 36	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-114.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-115	VIGR-115	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 37	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-115.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-115	VIGR-115	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 38	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-115.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-117	VIGR-117	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 39	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-117.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-117	VIGR-117	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 40	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-117.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-118	VIGR-118	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 41	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-118.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-118	VIGR-118	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 42	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-118.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-120	VIGR-120	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 43	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-120.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-120	VIGR-120	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 44	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-120.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-124	VIGR-124	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 45	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-124.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-124	VIGR-124	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 46	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-124.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-125	VIGR-125	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 47	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-125.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-125	VIGR-125	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 48	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-125.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-131	VIGR-131	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 49	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-131_190414055101.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-131	VIGR-131	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 50	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-131.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-137	VIGR-137	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 51	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-137_190414091735.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-137	VIGR-137	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 52	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-137.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-141	VIGR-141	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 53	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-141_190414124417.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-141	VIGR-141	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 54	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-141.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-142	VIGR-142	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 55	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-142_190414161106.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
