source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
6TUB165MB4_1	Escherichia coli	cell	not available	1	not available	6TUB165MB4_1	proteomic profiling by mass spectrometry	1	15_6TUB165MB4_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
WTUB165_1	Escherichia coli	cell	not available	1	not available	WTUB165_1	proteomic profiling by mass spectrometry	1	07_WTUB165_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
WTUB165_3	Escherichia coli	cell	not available	1	not available	WTUB165_3	proteomic profiling by mass spectrometry	1	09_WTUB165_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
6TUB128OC_1	Escherichia coli	cell	not available	1	not available	6TUB128OC_1	proteomic profiling by mass spectrometry	1	10_6TUB128OC_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
6TUB165MB4_2	Escherichia coli	cell	not available	1	not available	6TUB165MB4_2	proteomic profiling by mass spectrometry	1	13_6TUB165MB4_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
WTUB165_2	Escherichia coli	cell	not available	1	not available	WTUB165_2	proteomic profiling by mass spectrometry	1	08_WTUB165_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
6TUB165MB3_1	Escherichia coli	cell	not available	1	not available	6TUB165MB3_1	proteomic profiling by mass spectrometry	1	16_6TUB165MB3_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
6TUB165MB4_3	Escherichia coli	cell	not available	1	not available	6TUB165MB4_3	proteomic profiling by mass spectrometry	1	14_6TUB165MB4_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
TUB00_3	Escherichia coli	cell	not available	1	not available	TUB00_3	proteomic profiling by mass spectrometry	1	03_TUB00_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
tub165oc_50ml	Escherichia coli	cell	not available	1	not available	tub165oc_50ml	proteomic profiling by mass spectrometry	1	25_tub165oc_50ml.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	3 ppm	0.5 Da	Oxidation (M), Fluorination (W), Carbamidomethylation (C)
