source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_Lysate_1	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_1	proteomic profiling by mass spectrometry	1	B191108_22_Lumos_AB_DE_165_Ec_dualHCD_UVPD_5ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=UVPD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_2	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_2	proteomic profiling by mass spectrometry	2	B191108_16_Lumos_AB_DE_165_Ec_dualHCD_UVPD_50ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=UVPD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_3	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_3	proteomic profiling by mass spectrometry	1	B191105_26_Lumos_AB_DE_165_4pm_dualHCD_UVPD_20ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=UVPD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_4	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_4	proteomic profiling by mass spectrometry	1	B191108_10_Lumos_AB_DE_165_Ec_dualHCD_EThcD_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=EThcD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_5	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_5	proteomic profiling by mass spectrometry	2	B191105_24_Lumos_AB_DE_165_4pm_dualHCD_UVPD_40ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=UVPD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_6	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_6	proteomic profiling by mass spectrometry	1	B191105_04_Lumos_AB_DE_165_Ec_dualHCD_HCD_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=HCD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_7	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_7	proteomic profiling by mass spectrometry	2	B191105_25_Lumos_AB_DE_165_4pm_dualHCD_UVPD_30ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=UVPD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_8	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_8	proteomic profiling by mass spectrometry	2	B191105_21_Lumos_AB_DE_165_4pm_dualHCD_ETD_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=ETD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_9	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_9	proteomic profiling by mass spectrometry	1	B191105_09_Lumos_AB_DE_165_4pm_dualHCD_UVPD_10ms_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=UVPD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_10	Escherichia coli	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Ecoli_Lysate_10	proteomic profiling by mass spectrometry	2	B191105_22_Lumos_AB_DE_165_4pm_dualHCD_UVPD_100ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=UVPD	3 ppm	15 ppm	not available	NT=ms-proteomics;VV=v1.1.0
