source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
EKO35_LB_Rep1	Escherichia coli	cell	not available	1	not available	EKO35_LB_Rep1	proteomic profiling by mass spectrometry	1	EKO35_LB_Rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EKO35_LB_Rep2	Escherichia coli	cell	not available	2	not available	EKO35_LB_Rep2	proteomic profiling by mass spectrometry	1	EKO35_LB_Rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EKO35_LB_Rep3	Escherichia coli	cell	not available	3	not available	EKO35_LB_Rep3	proteomic profiling by mass spectrometry	1	EKO35_LB_Rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EKO35_LB_Rep4	Escherichia coli	cell	not available	4	not available	EKO35_LB_Rep4	proteomic profiling by mass spectrometry	1	EKO35_LB_Rep4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EKO35_M9_Rep1	Escherichia coli	cell	not available	1	not available	EKO35_M9_Rep1	proteomic profiling by mass spectrometry	1	EKO35_M9_Rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EKO35_M9_Rep2	Escherichia coli	cell	not available	2	not available	EKO35_M9_Rep2	proteomic profiling by mass spectrometry	1	EKO35_M9_Rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EKO35_M9_Rep3	Escherichia coli	cell	not available	3	not available	EKO35_M9_Rep3	proteomic profiling by mass spectrometry	1	EKO35_M9_Rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EKO35_M9_Rep4	Escherichia coli	cell	not available	4	not available	EKO35_M9_Rep4	proteomic profiling by mass spectrometry	1	EKO35_M9_Rep4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT_LB_Rep1	Escherichia coli	cell	not available	1	not available	WT_LB_Rep1	proteomic profiling by mass spectrometry	1	WT_LB_Rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT_LB_Rep2	Escherichia coli	cell	not available	2	not available	WT_LB_Rep2	proteomic profiling by mass spectrometry	1	WT_LB_Rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT_LB_Rep3	Escherichia coli	cell	not available	3	not available	WT_LB_Rep3	proteomic profiling by mass spectrometry	1	WT_LB_Rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT_LB_Rep4	Escherichia coli	cell	not available	4	not available	WT_LB_Rep4	proteomic profiling by mass spectrometry	1	WT_LB_Rep4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT_M9_Rep1	Escherichia coli	cell	not available	1	not available	WT_M9_Rep1	proteomic profiling by mass spectrometry	1	WT_M9_Rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
