source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[treatment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[acquisition date]	comment[ms min charge]	comment[ms max charge]	factor value[source name]
Spike_Trypsin_PNG_3	Severe acute respiratory syndrome coronavirus 2	not applicable	not applicable	1	not applicable	digested with trypsin then deglycosylated with PNGase F in 18O water for 16 h at 37 C	HFX0072_Spike_Trypsin_PNG_3_360fmol	proteomic profiling by mass spectrometry	1	HFX0072_Spike_Trypsin_PNG_3_360fmol.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	27% NCE	5 ppm	0.03 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=fixed;PP=Anywhere;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;PP=Anywhere;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=variable;PP=Anywhere;TA=N;AC=UNIMOD:7	NT=Deamidated:18O(1);MT=variable;PP=Anywhere;TA=N;AC=UNIMOD:366	NT=Label:18O(1);MT=variable;PP=Any C-term;AC=UNIMOD:258	2020-05-21T18:02:37	2	4	Spike_Trypsin_PNG_3
Spike_Trypsin_4	Severe acute respiratory syndrome coronavirus 2	not applicable	not applicable	1	not applicable	digested with trypsin then mock-treated in 18O water without PNGase F for 16 h at 37 C	HFX0072_Spike_Trypsin_4_360fmol	proteomic profiling by mass spectrometry	1	HFX0072_Spike_Trypsin_4_360fmol.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	27% NCE	5 ppm	0.03 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=fixed;PP=Anywhere;TA=C;AC=UNIMOD:4	not applicable	not applicable	not applicable	not applicable	2020-05-21T21:39:43	2	4	Spike_Trypsin_4
Spike_Trypsin_PNG_3	Severe acute respiratory syndrome coronavirus 2	not applicable	not applicable	1	not applicable	digested with trypsin then deglycosylated with PNGase F in 18O water for 16 h at 37 C	HFX0072_Spike_Trypsin_PNG_3_360fmol_20200522073311	proteomic profiling by mass spectrometry	2	HFX0072_Spike_Trypsin_PNG_3_360fmol_20200522073311.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	27% NCE	5 ppm	0.03 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=fixed;PP=Anywhere;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;PP=Anywhere;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=variable;PP=Anywhere;TA=N;AC=UNIMOD:7	NT=Deamidated:18O(1);MT=variable;PP=Anywhere;TA=N;AC=UNIMOD:366	NT=Label:18O(1);MT=variable;PP=Any C-term;AC=UNIMOD:258	2020-05-22T07:37:09	2	4	Spike_Trypsin_PNG_3
Spike_Trypsin_4	Severe acute respiratory syndrome coronavirus 2	not applicable	not applicable	1	not applicable	digested with trypsin then mock-treated in 18O water without PNGase F for 16 h at 37 C	HFX0072_Spike_Trypsin_4_360fmol_20200522111022	proteomic profiling by mass spectrometry	2	HFX0072_Spike_Trypsin_4_360fmol_20200522111022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not applicable	27% NCE	5 ppm	0.03 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;MT=fixed;PP=Anywhere;TA=C;AC=UNIMOD:4	not applicable	not applicable	not applicable	not applicable	2020-05-22T11:14:20	2	4	Spike_Trypsin_4
