source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[strain or breed]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[pooled sample]	characteristics[material type]	characteristics[spiked compound]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[scan window lower limit]	comment[scan window upper limit]	comment[dia method]	comment[study group]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[age]	factor value[proteomics data acquisition method]
PXD005573_S1BF_P30_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	30D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p30-1_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	1	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p30-1_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p30-1_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	30D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P30_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	30D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p30-2_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	2	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p30-2_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p30-2_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	30D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P30_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	30D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p30-3_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	3	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p30-3_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p30-3_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	30D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P54_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	54D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p54-1_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	1	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p54-1_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p54-1_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	54D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P54_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	54D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p54-2_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	2	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p54-2_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p54-2_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	54D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P54_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	54D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p54-3_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	3	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p54-3_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p54-3_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	54D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p9-1_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	1	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p9-1_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p9-1_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p9-2_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	2	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p9-2_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p9-2_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig5_MP-DIA-barrel-cortex-p9-3_MHRM	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	3	350	1650	MS1 120,000 resolution; 22 variable-width DIA windows at 30,000 MS2 resolution	Fig5 S1BF development DIA (2 h, 1 m column)	Fig5_MP-DIA-barrel-cortex-p9-3_MHRM.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig5_MP-DIA-barrel-cortex-p9-3_MHRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_S1BF_library_P1	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	not available	not available	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-120min-22W-BC-P1_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	not applicable	not applicable	not applicable	S1BF spectral library DDA (25 cm, 2 h); sample identity of P1-P4 not stated	var_D150908_DDA_R01_S209-120min-22W-BC-P1_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-120min-22W-BC-P1_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_library_P2	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	not available	not available	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-120min-22W-BC-P2_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	not applicable	not applicable	not applicable	S1BF spectral library DDA (25 cm, 2 h); sample identity of P1-P4 not stated	var_D150908_DDA_R01_S209-120min-22W-BC-P2_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-120min-22W-BC-P2_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_library_P3	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	not available	not available	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-120min-22W-BC-P3_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	not applicable	not applicable	not applicable	S1BF spectral library DDA (25 cm, 2 h); sample identity of P1-P4 not stated	var_D150908_DDA_R01_S209-120min-22W-BC-P3_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-120min-22W-BC-P3_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_library_P4	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	not available	not available	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-120min-22W-BC-P4_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	not applicable	not applicable	not applicable	S1BF spectral library DDA (25 cm, 2 h); sample identity of P1-P4 not stated	var_D150908_DDA_R01_S209-120min-22W-BC-P4_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-120min-22W-BC-P4_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-11-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	not applicable	not applicable	not applicable	S1BF spectral library DDA, single shot per preparation replicate (50 cm, 3 h)	var_D150908_DDA_R01_S209-2ul-BC-11-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-11-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-12-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	2	not applicable	not applicable	not applicable	S1BF spectral library DDA, single shot per preparation replicate (50 cm, 3 h)	var_D150908_DDA_R01_S209-2ul-BC-12-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-12-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-13-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	3	not applicable	not applicable	not applicable	S1BF spectral library DDA, single shot per preparation replicate (50 cm, 3 h)	var_D150908_DDA_R01_S209-2ul-BC-13-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-13-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_P15_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	15D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-21-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	not applicable	not applicable	not applicable	S1BF spectral library DDA, single shot per preparation replicate (50 cm, 3 h)	var_D150908_DDA_R01_S209-2ul-BC-21-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-21-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	15D	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_P15_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	15D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-22-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	2	not applicable	not applicable	not applicable	S1BF spectral library DDA, single shot per preparation replicate (50 cm, 3 h)	var_D150908_DDA_R01_S209-2ul-BC-22-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-22-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	15D	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_P15_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	15D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-23-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	3	not applicable	not applicable	not applicable	S1BF spectral library DDA, single shot per preparation replicate (50 cm, 3 h)	var_D150908_DDA_R01_S209-2ul-BC-23-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-23-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	15D	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_S1BF_P30_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	30D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-31-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	not applicable	not applicable	not applicable	S1BF spectral library DDA, single shot per preparation replicate (50 cm, 3 h)	var_D150908_DDA_R01_S209-2ul-BC-31-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-31-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	30D	NT=Data-dependent acquisition;AC=PRIDE:0000627
