source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[spiked compound]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[scan window lower limit]	comment[scan window upper limit]	comment[dia method]	comment[gradient length]	comment[study group]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[dia method]	factor value[gradient length]	factor value[proteomics data acquisition method]
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	C_D160401_S209-HPRP-HeLa-05_MSG_R01_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	2	2	not applicable	not applicable	not applicable	120 min	HeLa spectral library DDA (50 cm column; Suppl. Table S3): DDA, High-pH reversed-phase chromatography (hpHRP)	C_D160401_S209-HPRP-HeLa-05_MSG_R01_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/C_D160401_S209-HPRP-HeLa-05_MSG_R01_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	not applicable	120 min	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	C_D160401_S209-HPRP-HeLa-10_MSG_R01_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	3	2	not applicable	not applicable	not applicable	120 min	HeLa spectral library DDA (50 cm column; Suppl. Table S3): DDA, High-pH reversed-phase chromatography (hpHRP)	C_D160401_S209-HPRP-HeLa-10_MSG_R01_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/C_D160401_S209-HPRP-HeLa-10_MSG_R01_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	not applicable	120 min	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	C_D160401_S209-HPRP-HeLa-15_MSG_R01_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	2	not applicable	not applicable	not applicable	120 min	HeLa spectral library DDA (50 cm column; Suppl. Table S3): DDA, High-pH reversed-phase chromatography (hpHRP)	C_D160401_S209-HPRP-HeLa-15_MSG_R01_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/C_D160401_S209-HPRP-HeLa-15_MSG_R01_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	not applicable	120 min	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	C_D160401_S209-HPRP-HeLa-20_MSG_R01_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	2	not applicable	not applicable	not applicable	120 min	HeLa spectral library DDA (50 cm column; Suppl. Table S3): DDA, High-pH reversed-phase chromatography (hpHRP)	C_D160401_S209-HPRP-HeLa-20_MSG_R01_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/C_D160401_S209-HPRP-HeLa-20_MSG_R01_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	not applicable	120 min	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	C_D160401_S209-HPRP-HeLa-25_MSG_R01_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	2	not applicable	not applicable	not applicable	120 min	HeLa spectral library DDA (50 cm column; Suppl. Table S3): DDA, High-pH reversed-phase chromatography (hpHRP)	C_D160401_S209-HPRP-HeLa-25_MSG_R01_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/C_D160401_S209-HPRP-HeLa-25_MSG_R01_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	not applicable	120 min	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	C_D160401_S209-HPRP-HeLa-50_MSG_R01_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	2	not applicable	not applicable	not applicable	120 min	HeLa spectral library DDA (50 cm column; Suppl. Table S3): DDA, High-pH reversed-phase chromatography (hpHRP)	C_D160401_S209-HPRP-HeLa-50_MSG_R01_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/C_D160401_S209-HPRP-HeLa-50_MSG_R01_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	not applicable	120 min	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	C_D160401_S209-HPRP-HeLa-FT_MSG_R01_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	2	not applicable	not applicable	not applicable	120 min	HeLa spectral library DDA (50 cm column; Suppl. Table S3): DDA, High-pH reversed-phase chromatography (hpHRP)	C_D160401_S209-HPRP-HeLa-FT_MSG_R01_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/C_D160401_S209-HPRP-HeLa-FT_MSG_R01_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	not applicable	120 min	NT=Data-dependent acquisition;AC=PRIDE:0000627
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	1	350	1650	MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	2	350	1650	MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	3	350	1650	MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-10W30k-14dppp_MHRM_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 10 variable-width DIA windows at 30,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	1	350	1650	MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	2	350	1650	MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	3	350	1650	MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-11W60k_MHRM_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 11 variable-width DIA windows at 60,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	1	350	1650	MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	2	350	1650	MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	3	350	1650	MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-14W30k-11dppp_MHRM_R03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 14 variable-width DIA windows at 30,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
PXD005573_HeLa	Homo sapiens	not applicable	uterine cervix	epithelial cell	HeLa	CVCL_0030	HeLa	endocervical adenocarcinoma	adult	30Y6M	female	African American	cell	CT=mixture;CN=iRT kit;CV=Biognosys	1	Fig1_MP-DIA-120min-120kMS1-32W15k_MHRM_R01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5 NCE;27 NCE;30 NCE	not available	not available	not applicable	1	1	350	1650	MS1 120,000 resolution; 32 variable-width DIA windows at 15,000 MS2 resolution	120 min	Fig1 DIA method optimisation (50 cm column): DIA, MS1 120,000 resolution; 32 variable-width DIA windows at 15,000 MS2 resolution	Fig1_MP-DIA-120min-120kMS1-32W15k_MHRM_R01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/Fig1_MP-DIA-120min-120kMS1-32W15k_MHRM_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	MS1 120,000 resolution; 32 variable-width DIA windows at 15,000 MS2 resolution	120 min	NT=Data-independent acquisition;AC=PRIDE:0000450
