source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PanC_082924_07_ND1	PanC_082924_07_ND1	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_082924_07_ND1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_082924_07_ND1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_082924_08_ND2	PanC_082924_08_ND2	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_082924_08_ND2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_082924_08_ND2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_082924_09_ND3	PanC_082924_09_ND3	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_082924_09_ND3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_082924_09_ND3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_20241024_02_DDA_NDC1	PanC_20241024_02_DDA_NDC1	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_20241024_02_DDA_NDC1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_20241024_02_DDA_NDC1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_20241024_02_DDA_NDC2	PanC_20241024_02_DDA_NDC2	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_20241024_02_DDA_NDC2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_20241024_02_DDA_NDC2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_20241024_02_DDA_NDC3	PanC_20241024_02_DDA_NDC3	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_20241024_02_DDA_NDC3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_20241024_02_DDA_NDC3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_20241024_02_DDA_NDC4	PanC_20241024_02_DDA_NDC4	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_20241024_02_DDA_NDC4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_20241024_02_DDA_NDC4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_20241024_02_DDA_NDC5	PanC_20241024_02_DDA_NDC5	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_20241024_02_DDA_NDC5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_20241024_02_DDA_NDC5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
PanC_20241024_02_DDA_NDC6	PanC_20241024_02_DDA_NDC6	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	PanC_20241024_02_DDA_NDC6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	PanC_20241024_02_DDA_NDC6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
S01_PanC_20250923_06_DDA_01	S01_PanC_20250923_06_DDA_01	Gut metagenome	feces	not applicable	not available	Proteomic_stable_isotope_probing_proteomic_SIP_using_13C_E._coli_spike_ins_analyzed_by_DDA_LC_MS_MS	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	S01_PanC_20250923_06_DDA_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	S01_PanC_20250923_06_DDA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
