source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
BPX_d13_1D	BPX_d13_1D	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d13_1D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d13_1D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d13_1E	BPX_d13_1E	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d13_1E	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d13_1E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d13_1F	BPX_d13_1F	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d13_1F	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d13_1F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d15_1D	BPX_d15_1D	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d15_1D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d15_1D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d15_1E	BPX_d15_1E	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d15_1E	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d15_1E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d15_1F	BPX_d15_1F	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d15_1F	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d15_1F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d16_1D	BPX_d16_1D	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d16_1D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d16_1D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d16_1E	BPX_d16_1E	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d16_1E	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d16_1E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d16_1F	BPX_d16_1F	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d16_1F	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d16_1F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
BPX_d18_1D	BPX_d18_1D	human gut metagenome	feces	not applicable	not available	Chemical_mixture_effects_on_the_simplified_human_intestinal_microbiota_SIHUMIx_Assessing_Bisphenols_and_PFAS_at_environmentally_realistic_concentrations	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	BPX_d18_1D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BPX_d18_1D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
