source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay1	proteomic profiling by mass spectrometry	1	20230222_Easy1200_20min_120K_10us_20-80ACN_Iso3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay2	proteomic profiling by mass spectrometry	1	20230222_nLC1200_120K_10us_MS2_20-80ACN_20min_StdPr_ETD5_Iso10_773mz_CEW.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay3	proteomic profiling by mass spectrometry	1	20220709_nLC1000_E_CEW_Isoform-3_MS2_ET20hcD20_Targetted.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay4	proteomic profiling by mass spectrometry	1	20220711_nLC1000_E_CEW_Isoform-4_tMS2_HCD40.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	4	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay5	proteomic profiling by mass spectrometry	1	20220711_nLC1000_E_CEW_Isoform-4_tMS2_CID30.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	5	NT=CID	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay6	proteomic profiling by mass spectrometry	1	20230222_nLC1200_120K_10us_MS2_20-80ACN_20min_StdPr_ETD5_Iso7_804mz_CEW.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	6	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay7	proteomic profiling by mass spectrometry	1	26062023_Pool_Iso1-10_PRM_AGC1000_Inj150ms3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	7	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay8	proteomic profiling by mass spectrometry	1	20230222_Easy1200_20min_120K_10us_20-80ACN_Iso7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	8	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay9	proteomic profiling by mass spectrometry	1	20230222_nLC1200_120K_10us_MS2_20-80ACN_20min_StdPr_ETD5_Iso1_834mz_CEW.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	9	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay10	proteomic profiling by mass spectrometry	1	20230222_nLC1200_120K_10us_MS2_20-80ACN_20min_StdPr_ETD5_Iso3_790mz_CEW.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	10	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample11	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay11	proteomic profiling by mass spectrometry	1	20230222_Easy1200_20min_120K_10us_20-80ACN_Iso10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	11	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample12	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay12	proteomic profiling by mass spectrometry	1	20230220_nLC1200_120K_10us_MS2_5-50B_20min_StdPr_ETD10_Iso3_790mz.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	12	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample13	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay13	proteomic profiling by mass spectrometry	1	20230222_Easy1200_20min_120K_10us_20-80ACN_Iso9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	13	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample14	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay14	proteomic profiling by mass spectrometry	1	20230222_nLC1200_120K_10us_MS2_20-80ACN_20min_StdPr_ETD5_Iso4_864mz_CEW.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	14	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample15	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay15	proteomic profiling by mass spectrometry	1	20220711_nLC1000_E_CEW_Isoform-3_tMS2_ET35hcD35.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	15	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample16	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay16	proteomic profiling by mass spectrometry	1	20230220_nLC1200_120K_10us_MS2_5-50B_20min_StdPr_ETD15_Iso3_790mz.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	16	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample17	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay17	proteomic profiling by mass spectrometry	1	20230526_Iso5_Sample070323_5xDiluted_PRMnew_MostIntenseIso1_5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	17	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample18	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay18	proteomic profiling by mass spectrometry	1	20230220_nLC1200_120K_10us_MS2_5-50B_20min_StdPr_ETD15_Iso10_773mz.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	18	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample19	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay19	proteomic profiling by mass spectrometry	1	20230222_nLC1200_120K_10us_MS2_20-80ACN_20min_StdPr_ETD5_Iso6_846mz_CEW.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	19	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample20	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay20	proteomic profiling by mass spectrometry	1	20230222_Easy1200_20min_120K_10us_20-80ACN_Iso1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	20	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample21	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay21	proteomic profiling by mass spectrometry	1	20220711_nLC1000_E_CEW_Isoform-4_tMS2_ETD10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	21	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample22	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay22	proteomic profiling by mass spectrometry	1	20230220_nLC1200_120K_10us_MS2_5-50B_20min_StdPr_ETD20_Iso10_773mz.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	22	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample23	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay23	proteomic profiling by mass spectrometry	1	20230220_nLC1200_120K_10us_MS2_5-50B_20min_StdPr_ETD10_Iso10_773mz.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	23	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample24	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay24	proteomic profiling by mass spectrometry	1	20220708_nLC1000_E_CEW_120K_10us_MS2_250nl_5-50B_20min_StdPr_CID30_Iso3_790mz.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	24	NT=CID	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample25	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay25	proteomic profiling by mass spectrometry	1	20220709_nLC1000_E_CEW_Isoform-4_MS2_ET20hcD20_Targetted.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	25	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample26	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay26	proteomic profiling by mass spectrometry	1	20230222_nLC1200_120K_10us_MS2_20-80ACN_20min_StdPr_ETD5_Iso5_737mz_CEW.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	26	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample27	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay27	proteomic profiling by mass spectrometry	1	20230222_Easy1200_20min_120K_10us_20-80ACN_Iso8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap eclipse;AC=MS:1003029	NT=cnbr;AC=MS:1001307	NT=label free sample;AC=MS:1002038	27	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
