source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
F1RS20210818_C17	Staphylococcus aureus	not available	1	F1RS20210818_C17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210811_C11	Staphylococcus aureus	not available	1	F1RS20210811_C11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210811_C11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C12	Staphylococcus aureus	not available	1	F1RS20210818_C12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_B3	Staphylococcus aureus	not available	1	F1RS20210818_B3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_B3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C15	Staphylococcus aureus	not available	1	F1RS20210818_C15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C1	Staphylococcus aureus	not available	1	F1RS20210818_C1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C18	Staphylococcus aureus	not available	1	F1RS20210818_C18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C13_1	Staphylococcus aureus	not available	1	F1RS20210818_C13_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C13_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C19	Staphylococcus aureus	not available	1	F1RS20210818_C19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C16	Staphylococcus aureus	not available	1	F1RS20210818_C16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
F1RS20210818_C14	Staphylococcus aureus	not available	1	F1RS20210818_C14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	F1RS20210818_C14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
