source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20111003_33_C3	Manihot esculenta	Root	1	20111003_33_C3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_33_C3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_93_AA12	Manihot esculenta	Root	1	20111003_93_AA12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_93_AA12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_107_AA14	Manihot esculenta	Root	1	20111003_107_AA14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_107_AA14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_81_AB10	Manihot esculenta	Root	1	20111003_81_AB10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_81_AB10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_34_AC3	Manihot esculenta	Root	1	20111003_34_AC3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_34_AC3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_58_AA7	Manihot esculenta	Root	1	20111003_58_AA7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_58_AA7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_27_AC2	Manihot esculenta	Root	1	20111003_27_AC2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_27_AC2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_16_AA1	Manihot esculenta	Root	1	20111003_16_AA1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_16_AA1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_82_C10	Manihot esculenta	Root	1	20111003_82_C10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_82_C10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
20111003_72_AA9	Manihot esculenta	Root	1	20111003_72_AA9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	20111003_72_AA9.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Root
