source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20170410_JA2_01.raw	20170410_JA2_01.raw	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	20170410_JA2_01.raw	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20170410_JA2_01.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20170410_JA4_01.raw	20170410_JA4_01.raw	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	20170410_JA4_01.raw	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20170410_JA4_01.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20170531_ETNP_JA14_01.raw	20170531_ETNP_JA14_01.raw	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	20170531_ETNP_JA14_01.raw	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20170531_ETNP_JA14_01.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20181003_4-19_965m_top.raw	20181003_4-19_965m_top.raw	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	20181003_4-19_965m_top.raw	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20181003_4-19_965m_top.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20181004_4-19_265m_topP_278_90min.raw	20181004_4-19_265m_topP_278_90min.raw	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	20181004_4-19_265m_topP_278_90min.raw	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20181004_4-19_265m_topP_278_90min.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20181214_378_etnp2017_100m_trap.raw	20181214_378_etnp2017_100m_trap.raw	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	20181214_378_etnp2017_100m_trap.raw	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20181214_378_etnp2017_100m_trap.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
peaksdb_20170410__ETNP-233-265m-0.3um-JA4_01	peaksdb_20170410_ETNP-233-265m-0.3um-JA4_01	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	peaksdb_20170410__ETNP-233-265m-0.3um-JA4_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	peaksdb_20170410__ETNP-233-265m-0.3um-JA4_01.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
peaksdb_20170410_ETNP-231-100m-0.3um-JA2_01	peaksdb_20170410_ETNP-231-100m-0.3um-JA2_01	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	peaksdb_20170410_ETNP-231-100m-0.3um-JA2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	peaksdb_20170410_ETNP-231-100m-0.3um-JA2_01.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
peaksdb_20170531_ETNP_1000m-0.3um-JA14_01	peaksdb_20170531_ETNP_1000m-0.3um-JA14_01	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	peaksdb_20170531_ETNP_1000m-0.3um-JA14_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	peaksdb_20170531_ETNP_1000m-0.3um-JA14_01.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
peaksdb_20181003_4-19_273_965m_top	peaksdb_20181003_4-19_273_965m_top	soil metagenome	soil	not applicable	not available	Protein_cycling_in_the_eastern_tropical_North_Pacific_oxygen_deficient_zone_a_de_novo-discovery_peptidomic_approach	soil	soil	not available	not available	not available	not available	soil microbiome	1	peaksdb_20181003_4-19_273_965m_top	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	peaksdb_20181003_4-19_273_965m_top.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
