source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
UM_A_2012_0076_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0076_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0076_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0076_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0074_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0074_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0074_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0074_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0574_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0574_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0574_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0574_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2013_1177_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2013_1177_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2013_1177_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2013_1177_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_1253_a3	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_1253_a3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_1253_a3.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_1253_a3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0276_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0276_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0276_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0276_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0291_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0291_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0291_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0291_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_1253_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_1253_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_1253_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_1253_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0074_a3	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0074_a3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0074_a3.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0074_a3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0964_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0964_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0964_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0964_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0307_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0307_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0307_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0307_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0288_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0288_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0288_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0288_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0826_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0826_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0826_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0826_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0398_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0398_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0398_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0398_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0286_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0286_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0286_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0286_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0714_a3	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0714_a3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0714_a3.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0714_a3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0574_a3	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0574_a3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0574_a3.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0574_a3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0714_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0714_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0714_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0714_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0369_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0369_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0369_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0369_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0286_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0286_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0286_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0286_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0575_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0575_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0575_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0575_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2012_0291_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2012_0291_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2012_0291_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2012_0291_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0573_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0573_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0573_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0573_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0747_a1	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0747_a1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0747_a1.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0747_a1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UM_A_2011_0725_a2	Homo sapiens	not available	not applicable	not available	1	UM_A_2011_0725_a2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UM_A_2011_0725_a2.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/01/PXD000658/UM_A_2011_0725_a2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
