source name	characteristics[organism]	characteristics[strain or breed]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
JL_mouse_heart_P1_intact_glycopeptide_2	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P1_intact_glycopeptide_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P1_intact_glycopeptide_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P1_intact_glycopeptide_1	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P1_intact_glycopeptide_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P1_intact_glycopeptide_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P1_intact_glycopeptide_3	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P1_intact_glycopeptide_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P1_intact_glycopeptide_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P7B_intact_glycopeptide_1	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P7B_intact_glycopeptide_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P7B_intact_glycopeptide_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P7B_intact_glycopeptide_3	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P7B_intact_glycopeptide_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P7B_intact_glycopeptide_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P7B_intact_glycopeptide_2	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P7B_intact_glycopeptide_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P7B_intact_glycopeptide_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P7A_intact_glycopeptide_3	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P7A_intact_glycopeptide_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P7A_intact_glycopeptide_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P7A_intact_glycopeptide_1	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P7A_intact_glycopeptide_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P7A_intact_glycopeptide_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
JL_mouse_heart_P7A_intact_glycopeptide_2	Mus musculus	C57BL/6	Heart	neonate	normal	1	JL_mouse_heart_P7A_intact_glycopeptide_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	JL_mouse_heart_P7A_intact_glycopeptide_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Heart
