source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_01	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_02	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_03	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_04	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_05	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_06	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_07	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_08	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_09	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_10	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG3-10_Fr_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
