source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_03	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_02	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_ev_ev_02	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ev_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ev_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ev_04	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ev_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ev_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_04	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_ev_ev_01	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ev_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ev_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_01	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_ev_ORF9b_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_02	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ev_03	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ev_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ev_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_01	Saccharomyces cerevisiae	Cell culture	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220520_HF1_MaRa_SA_P0150_tom70_hsTOM70_ORF9b_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
