source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[material type]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[carbon nitrogen ratio]	factor value[dilution rate]	factor value[experiment subset]	factor value[glucose concentration]	factor value[limiting nutrient]	factor value[nitrogen source concentration]	factor value[nitrogen source]
S12	Saccharomyces cerevisiae	not available	3	not pooled	cell	Fusion_180801_39-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_180801_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	14	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.13 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S12	Saccharomyces cerevisiae	not available	3	not pooled	cell	Fusion_180801_38-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_180801_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	15	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.13 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S12	Saccharomyces cerevisiae	not available	3	not pooled	cell	Fusion_180801_37-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_180801_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	16	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.13 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S12	Saccharomyces cerevisiae	not available	3	not pooled	cell	Fusion_180801_36-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_180801_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	17	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.13 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S12	Saccharomyces cerevisiae	not available	3	not pooled	cell	Fusion_180801_35-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_180801_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	18	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.13 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S12	Saccharomyces cerevisiae	not available	3	not pooled	cell	Fusion_180801_34-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_180801_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	19	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.13 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S12	Saccharomyces cerevisiae	not available	3	not pooled	cell	Fusion_180801_33-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_180801_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	20	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.13 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180813_47-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180813_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180813_46-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180813_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	2	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_52-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	3	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_51-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	4	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_50-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	5	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_47-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	6	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_46-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	7	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_45-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	8	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_44-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	9	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_43-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	10	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_42-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	11	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_41-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	12	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_40-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	13	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_39-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	14	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_38-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	15	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_37-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	16	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_36-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	17	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_35-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	18	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_34-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	19	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S16	Saccharomyces cerevisiae	not available	1	not pooled	cell	Fusion_180801_33-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_180801_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	20	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	30	0.3 /h	GR	7.5 g/L	N	0.5 g/L	NH4
S5	Saccharomyces cerevisiae	not available	2	not pooled	cell	Fusion_180813_47-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180813_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	3	0.1 /h	NM	7.5 g/L	C	5 g/L	NH4
S5	Saccharomyces cerevisiae	not available	2	not pooled	cell	Fusion_180813_46-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180813_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	2	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	3	0.1 /h	NM	7.5 g/L	C	5 g/L	NH4
S5	Saccharomyces cerevisiae	not available	2	not pooled	cell	Fusion_180801_52-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180801_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	3	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	3	0.1 /h	NM	7.5 g/L	C	5 g/L	NH4
S5	Saccharomyces cerevisiae	not available	2	not pooled	cell	Fusion_180801_51-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180801_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	4	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	3	0.1 /h	NM	7.5 g/L	C	5 g/L	NH4
S5	Saccharomyces cerevisiae	not available	2	not pooled	cell	Fusion_180801_50-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180801_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	5	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	3	0.1 /h	NM	7.5 g/L	C	5 g/L	NH4
S5	Saccharomyces cerevisiae	not available	2	not pooled	cell	Fusion_180801_47-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180801_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	6	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	3	0.1 /h	NM	7.5 g/L	C	5 g/L	NH4
S5	Saccharomyces cerevisiae	not available	2	not pooled	cell	Fusion_180801_46-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180801_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	7	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	3	0.1 /h	NM	7.5 g/L	C	5 g/L	NH4
