source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[compound]	characteristics[compound]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[compound]	factor value[compound]
MEF-TF-untreated-f81-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_81	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	81	1	20101126_AMF_Tf_81.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f82-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_82	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	82	1	20101126_AMF_Tf_82.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f83-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_83	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	83	1	20101126_AMF_Tf_83.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f84-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_84	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	84	1	20101126_AMF_Tf_84.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f85-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_85	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	85	1	20101126_AMF_Tf_85.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f87-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_87	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	87	1	20101126_AMF_Tf_87.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f88-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_88	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	88	1	20101126_AMF_Tf_88.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f89-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_89	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	89	1	20101126_AMF_Tf_89.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f9-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	9	1	20101126_AMF_Tf_9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-FN-CT-f1-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	1	1	20110225_AMF_FN_CT1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f10-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	10	1	20110225_AMF_FN_CT10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f11-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	11	1	20110225_AMF_FN_CT11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f12-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	12	1	20110225_AMF_FN_CT12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f13-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	13	1	20110225_AMF_FN_CT13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f14-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	14	1	20110225_AMF_FN_CT14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f15-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	15	1	20110225_AMF_FN_CT15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f16-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	16	1	20110225_AMF_FN_CT16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f17-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	17	1	20110225_AMF_FN_CT17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f18-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	18	1	20110225_AMF_FN_CT18.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f19-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	19	1	20110225_AMF_FN_CT19.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f2-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	2	1	20110225_AMF_FN_CT2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f20-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	20	1	20110225_AMF_FN_CT20.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f21-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	21	1	20110225_AMF_FN_CT21.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f22-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	22	1	20110225_AMF_FN_CT22.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f23-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT23	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	23	1	20110225_AMF_FN_CT23.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f24-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT24	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	24	1	20110225_AMF_FN_CT24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f25-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT25	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	25	1	20110225_AMF_FN_CT25.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f26-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT26	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	26	1	20110225_AMF_FN_CT26.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f27-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	27	1	20110225_AMF_FN_CT27.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f28-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT28	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	28	1	20110225_AMF_FN_CT28.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f29-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT29	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	29	1	20110225_AMF_FN_CT29.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f3-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	3	1	20110225_AMF_FN_CT3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f30-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT30	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	30	1	20110225_AMF_FN_CT30.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f4-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	4	1	20110225_AMF_FN_CT4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f5-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	5	1	20110225_AMF_FN_CT5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f6-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	6	1	20110225_AMF_FN_CT6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f7-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	7	1	20110225_AMF_FN_CT7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-CT-f8-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	8	1	20110225_AMF_FN_CT8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
