source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[project name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[biological replicate]
2016_Jan_12_QE2_46	2016_Jan_12_QE2_46	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	not available	2013-08	Bering_Strait_Chukchi_Sea_metaproteomics	1	2016_Jan_12_QE2_46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	2016_Jan_12_QE2_46.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2016_Jan_12_QE2_47	2016_Jan_12_QE2_47	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	not available	2013-08	Bering_Strait_Chukchi_Sea_metaproteomics	1	2016_Jan_12_QE2_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	2016_Jan_12_QE2_47.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2016_Jan_12_QE2_51	2016_Jan_12_QE2_51	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	not available	2013-08	Bering_Strait_Chukchi_Sea_metaproteomics	1	2016_Jan_12_QE2_51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	2016_Jan_12_QE2_51.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2016_Jan_12_QE2_53	2016_Jan_12_QE2_53	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	not available	2013-08	Bering_Strait_Chukchi_Sea_metaproteomics	1	2016_Jan_12_QE2_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	2016_Jan_12_QE2_53.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2016_Jan_12_QE2_45	2016_Jan_12_QE2_45	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	not available	2013-08	Bering_Strait_Chukchi_Sea_metaproteomics	1	2016_Jan_12_QE2_45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	2016_Jan_12_QE2_45.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2016_Jan_12_QE2_52	2016_Jan_12_QE2_52	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	not available	2013-08	Bering_Strait_Chukchi_Sea_metaproteomics	1	2016_Jan_12_QE2_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	2016_Jan_12_QE2_52.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
