source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
HFF-HMW1-5_IDA_19-07_libHFFHMW1_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF-HMW1-5_IDA_19-07_libHFFHMW1_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF-HMW1-5_IDA_19-07_libHFFHMW1_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF-HMW1-5_IDA_MARS_HPLC2_HMW1-1-16_19-07-1711-LIB5_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF-HMW1-5_IDA_MARS_HPLC2_HMW1-1-16_19-07-1711-LIB5_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF-HMW1-5_IDA_MARS_HPLC2_HMW1-1-16_19-07-1711-LIB5_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF-HMW1-5_MARS_IDA_19-07_LIB1_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF-HMW1-5_MARS_IDA_19-07_LIB1_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF-HMW1-5_MARS_IDA_19-07_LIB1_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF-HMW1-5_MARS_IDA_HPLC-MARS2-19-07-1711-LIB9_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF-HMW1-5_MARS_IDA_HPLC-MARS2-19-07-1711-LIB9_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF-HMW1-5_MARS_IDA_HPLC-MARS2-19-07-1711-LIB9_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF-LMW1-5_IDA_31-07-1711-S1-LIB0_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF-LMW1-5_IDA_31-07-1711-S1-LIB0_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF-LMW1-5_IDA_31-07-1711-S1-LIB0_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF-LMW1-5_IDA_Fx2_1-3_31-07-1711-LIB1_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF-LMW1-5_IDA_Fx2_1-3_31-07-1711-LIB1_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF-LMW1-5_IDA_Fx2_1-3_31-07-1711-LIB1_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF-LMWx2_1-3-01-08-17-S2_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF-LMWx2_1-3-01-08-17-S2_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF-LMWx2_1-3-01-08-17-S2_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_F_1_2_R_MARS_1-28-07_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_F_1_2_R_MARS_1-28-07_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_F_1_2_R_MARS_1-28-07_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_HMW1-5_MARS_HPLC_MARS-1-16_-16-08-17-LIB8_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_HMW1-5_MARS_HPLC_MARS-1-16_-16-08-17-LIB8_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_HMW1-5_MARS_HPLC_MARS-1-16_-16-08-17-LIB8_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_HMW1-5_MARS__HPLC_HMW3-1-16_-28-07-2017-LIB7_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_HMW1-5_MARS__HPLC_HMW3-1-16_-28-07-2017-LIB7_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_HMW1-5_MARS__HPLC_HMW3-1-16_-28-07-2017-LIB7_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_HMW1_1-16_13-08-17_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_HMW1_1-16_13-08-17_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_HMW1_1-16_13-08-17_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_HMW2_1-16_-16-08-17_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_HMW2_1-16_-16-08-17_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_HMW2_1-16_-16-08-17_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_HMW3_1-16_-17-08-17_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_HMW3_1-16_-17-08-17_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_HMW3_1-16_-17-08-17_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_HPLC_HMW2_1-16_-04_07_2017_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_HPLC_HMW2_1-16_-04_07_2017_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_HPLC_HMW2_1-16_-04_07_2017_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_HPLC_HMW2_1-16_HMW1-5_MARS_-16-08-17-LIB6_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_HPLC_HMW2_1-16_HMW1-5_MARS_-16-08-17-LIB6_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_HPLC_HMW2_1-16_HMW1-5_MARS_-16-08-17-LIB6_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_MARS1-16_-16-08-17_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_MARS1-16_-16-08-17_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_MARS1-16_-16-08-17_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HFF_MARS2_1-16-17-08-17_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HFF_MARS2_1-16-17-08-17_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HFF_MARS2_1-16-17-08-17_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HMW_newlib_all_HMW1-5_MARS_HPLC1-HMW-1_2_MARS_HPLC2-HMW1_2_3_MARS_1_2-09_06_2017-LIB10_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HMW_newlib_all_HMW1-5_MARS_HPLC1-HMW-1_2_MARS_HPLC2-HMW1_2_3_MARS_1_2-09_06_2017-LIB10_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HMW_newlib_all_HMW1-5_MARS_HPLC1-HMW-1_2_MARS_HPLC2-HMW1_2_3_MARS_1_2-09_06_2017-LIB10_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HPLC1-LMW1-LMW1-5_Fx2_1-3_HPLC_Fx2-1-16_03_07_2017-LIB2_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HPLC1-LMW1-LMW1-5_Fx2_1-3_HPLC_Fx2-1-16_03_07_2017-LIB2_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HPLC1-LMW1-LMW1-5_Fx2_1-3_HPLC_Fx2-1-16_03_07_2017-LIB2_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HPLC1-LMW1_Fx2-1-16_03_07_2017-S3_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HPLC1-LMW1_Fx2-1-16_03_07_2017-S3_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HPLC1-LMW1_Fx2-1-16_03_07_2017-S3_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HPLC1-LMW2-Fx4-1-16_-09_06_2017-S4_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HPLC1-LMW2-Fx4-1-16_-09_06_2017-S4_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HPLC1-LMW2-Fx4-1-16_-09_06_2017-S4_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
HPLC1-LMW2_LMW1-5_Fx2_1-3_HPLC_Fx4-1-16-09_06_2017-LIB3_MGFPeaklist	Homo sapiens	Follicular fluid	FILL:disease	FILL:biological replicate	HPLC1-LMW2_LMW1-5_Fx2_1-3_HPLC_Fx4-1-16-09_06_2017-LIB3_MGFPeaklist	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	HPLC1-LMW2_LMW1-5_Fx2_1-3_HPLC_Fx4-1-16-09_06_2017-LIB3_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
