source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[source project]
007_Y-DDA_D20	Saccharomyces cerevisiae	not available	1	007_Y-DDA_D20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	007_Y-DDA_D20	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD029959
025_Y-DDA_D20	Saccharomyces cerevisiae	not available	1	025_Y-DDA_D20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	025_Y-DDA_D20	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD029959
037_Y-DDA_D20	Saccharomyces cerevisiae	not available	1	037_Y-DDA_D20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	037_Y-DDA_D20	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD029959
200618_QE1_mliliana_LM3388	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3388	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3388	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3402	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3402	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3402	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3405	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3405	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3405	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3406	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3406	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3406	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3407	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3407	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3407	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3408	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3408	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3408	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3409	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3409	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3409	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3410	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3410	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3410	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3411	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3411	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3411	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
200618_QE1_mliliana_LM3412	Saccharomyces cerevisiae	not available	1	200618_QE1_mliliana_LM3412	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	200618_QE1_mliliana_LM3412	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD031627
20170630_03_56767_wt_yeast05182017_rep3_CORRECTDILUTION	Saccharomyces cerevisiae	not available	1	20170630_03_56767_wt_yeast05182017_rep3_CORRECTDILUTION	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_03_56767_wt_yeast05182017_rep3_CORRECTDILUTION	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_04_56774_348a_yeast_05182017_rep2	Saccharomyces cerevisiae	not available	1	20170630_04_56774_348a_yeast_05182017_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_04_56774_348a_yeast_05182017_rep2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_05_56775_348a_yeast_05182017_rep3	Saccharomyces cerevisiae	not available	1	20170630_05_56775_348a_yeast_05182017_rep3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_05_56775_348a_yeast_05182017_rep3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_06_56784_3631_yeast_05182017_rep4	Saccharomyces cerevisiae	not available	1	20170630_06_56784_3631_yeast_05182017_rep4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_06_56784_3631_yeast_05182017_rep4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_08_56783_3631_yeast_05182017_rep3	Saccharomyces cerevisiae	not available	1	20170630_08_56783_3631_yeast_05182017_rep3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_08_56783_3631_yeast_05182017_rep3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_09_56781_3631_yeast_05182017_rep1	Saccharomyces cerevisiae	not available	1	20170630_09_56781_3631_yeast_05182017_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_09_56781_3631_yeast_05182017_rep1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_10_56766_wt_yeast05182017_rep2	Saccharomyces cerevisiae	not available	1	20170630_10_56766_wt_yeast05182017_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_10_56766_wt_yeast05182017_rep2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_11_56770_329_yeast05182017_rep2	Saccharomyces cerevisiae	not available	1	20170630_11_56770_329_yeast05182017_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_11_56770_329_yeast05182017_rep2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_13_56772_329_yeast05182017_rep4	Saccharomyces cerevisiae	not available	1	20170630_13_56772_329_yeast05182017_rep4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_13_56772_329_yeast05182017_rep4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_14_56773_348a_yeast_05182017_rep1	Saccharomyces cerevisiae	not available	1	20170630_14_56773_348a_yeast_05182017_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_14_56773_348a_yeast_05182017_rep1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_15_56777_3621_yeast_05182017_rep1	Saccharomyces cerevisiae	not available	1	20170630_15_56777_3621_yeast_05182017_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_15_56777_3621_yeast_05182017_rep1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_16_56771_329_yeast05182017_rep3	Saccharomyces cerevisiae	not available	1	20170630_16_56771_329_yeast05182017_rep3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_16_56771_329_yeast05182017_rep3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_18_56780_3621_yeast_05182017_rep4	Saccharomyces cerevisiae	not available	1	20170630_18_56780_3621_yeast_05182017_rep4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_18_56780_3621_yeast_05182017_rep4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_19_56778_3621_yeast_05182017_rep2	Saccharomyces cerevisiae	not available	1	20170630_19_56778_3621_yeast_05182017_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_19_56778_3621_yeast_05182017_rep2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_20_56779_3621_yeast_05182017_rep3	Saccharomyces cerevisiae	not available	1	20170630_20_56779_3621_yeast_05182017_rep3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_20_56779_3621_yeast_05182017_rep3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_21_56765_wt_yeast05182017_rep1	Saccharomyces cerevisiae	not available	1	20170630_21_56765_wt_yeast05182017_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_21_56765_wt_yeast05182017_rep1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_23_56782_3631_yeast_05182017_rep2	Saccharomyces cerevisiae	not available	1	20170630_23_56782_3631_yeast_05182017_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_23_56782_3631_yeast_05182017_rep2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_24_56768_wt_yeast05182017_rep4	Saccharomyces cerevisiae	not available	1	20170630_24_56768_wt_yeast05182017_rep4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_24_56768_wt_yeast05182017_rep4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_25_56776_348a_yeast_05182017_rep4	Saccharomyces cerevisiae	not available	1	20170630_25_56776_348a_yeast_05182017_rep4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_25_56776_348a_yeast_05182017_rep4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
20170630_26_56769_329_yeast05182017_rep1	Saccharomyces cerevisiae	not available	1	20170630_26_56769_329_yeast05182017_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20170630_26_56769_329_yeast05182017_rep1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD032241
2018-06-19-140min-200nl-YJ-Vivian-Carla-Koehler-Aim-Flag-IP-A	Saccharomyces cerevisiae	not available	1	2018-06-19-140min-200nl-YJ-Vivian-Carla-Koehler-Aim-Flag-IP-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	2018-06-19-140min-200nl-YJ-Vivian-Carla-Koehler-Aim-Flag-IP-A	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021662
2018-06-19-140min-200nl-YJ-Vivian-Carla-Koehler-Aim-VO-B	Saccharomyces cerevisiae	not available	1	2018-06-19-140min-200nl-YJ-Vivian-Carla-Koehler-Aim-VO-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	2018-06-19-140min-200nl-YJ-Vivian-Carla-Koehler-Aim-VO-B	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021662
20180619_QX7_OzKa_SA_yeast_library_120min_F1	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F10	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F11	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F12	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F13	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F14	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F14	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F15	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F15	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F16	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F17	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F17	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F18	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F18	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F19	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F2	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F20	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F20	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F21	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F21	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F22	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F22	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F23	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F23	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F24	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F24	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F3	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F4	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F5	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F5	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F6	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F6	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F7	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F7	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F8	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F8	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_120min_F9	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_120min_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_120min_F9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
