source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[chemical administration]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[chemical administration]
Sample112	Sample112	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Azathioprine; 2.7 mM	normal	not available	1	Assay112	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Azathioprine; 2.7 mM
Sample113	Sample113	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Azathioprine; 2.7 mM	normal	not available	2	Assay113	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Azathioprine; 2.7 mM
Sample114	Sample114	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Azathioprine; 2.7 mM	normal	not available	3	Assay114	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Azathioprine; 2.7 mM
Sample115	Sample115	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Loperamide oxide; 162 µM	normal	not available	1	Assay115	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Loperamide oxide; 162 µM
Sample116	Sample116	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Loperamide oxide; 162 µM	normal	not available	2	Assay116	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Loperamide oxide; 162 µM
Sample117	Sample117	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Loperamide oxide; 162 µM	normal	not available	3	Assay117	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Loperamide oxide; 162 µM
Sample118	Sample118	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-40; 40 µl DMSO	normal	not available	1	Assay118	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-40; 40 µl DMSO
Sample119	Sample119	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-40; 40 µl DMSO	normal	not available	2	Assay119	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B11.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-40; 40 µl DMSO
Sample120	Sample120	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-40; 40 µl DMSO	normal	not available	3	Assay120	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-40; 40 µl DMSO
Sample121	Sample121	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ranitidine; 4.3 mM	normal	not available	1	Assay121	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ranitidine; 4.3 mM
Sample122	Sample122	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ranitidine; 4.3 mM	normal	not available	2	Assay122	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ranitidine; 4.3 mM
Sample123	Sample123	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ranitidine; 4.3 mM	normal	not available	3	Assay123	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ranitidine; 4.3 mM
Sample124	Sample124	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Mercaptopurine; 4.4 mM	normal	not available	1	Assay124	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Mercaptopurine; 4.4 mM
Sample125	Sample125	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Mercaptopurine; 4.4 mM	normal	not available	2	Assay125	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Mercaptopurine; 4.4 mM
Sample126	Sample126	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Mercaptopurine; 4.4 mM	normal	not available	3	Assay126	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Mercaptopurine; 4.4 mM
Sample127	Sample127	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Isoniazid; 32.8 mM	normal	not available	1	Assay127	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Isoniazid; 32.8 mM
Sample128	Sample128	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Isoniazid; 32.8 mM	normal	not available	2	Assay128	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Isoniazid; 32.8 mM
Sample129	Sample129	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Isoniazid; 32.8 mM	normal	not available	3	Assay129	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Isoniazid; 32.8 mM
Sample130	Sample130	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	FOS; 10 mg/ml	normal	not available	1	Assay130	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	FOS; 10 mg/ml
Sample131	Sample131	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	FOS; 10 mg/ml	normal	not available	2	Assay131	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C11.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	FOS; 10 mg/ml
Sample132	Sample132	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	FOS; 10 mg/ml	normal	not available	3	Assay132	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2C12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2C12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	FOS; 10 mg/ml
Sample133	Sample133	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Nizatidine; 4.5 mM	normal	not available	1	Assay133	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Nizatidine; 4.5 mM
Sample134	Sample134	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Nizatidine; 4.5 mM	normal	not available	2	Assay134	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Nizatidine; 4.5 mM
Sample135	Sample135	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Nizatidine; 4.5 mM	normal	not available	3	Assay135	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Nizatidine; 4.5 mM
Sample136	Sample136	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Methotrexate hydrate; 330 µM	normal	not available	1	Assay136	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Methotrexate hydrate; 330 µM
Sample137	Sample137	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Methotrexate hydrate; 330 µM	normal	not available	2	Assay137	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Methotrexate hydrate; 330 µM
Sample138	Sample138	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Methotrexate hydrate; 330 µM	normal	not available	3	Assay138	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Methotrexate hydrate; 330 µM
Sample139	Sample139	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Olsalazine; 14.4 mM	normal	not available	1	Assay139	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Olsalazine; 14.4 mM
