source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[ancestry category]	characteristics[individual]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[experiment]	comment[ptm]
CE3_2024Oct08_05_P24-162_ES1.raw	Mus musculus	spleen	lymphocytes	Control	not available	6-8 weeks	male	1	n/a	1	CE3_2024Oct08_P24-162	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Oct08_05_P24-162_ES1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024Oct08_09_P24-162_ES2.raw	Mus musculus	spleen	lymphocytes	Control	not available	6-8 weeks	male	2	n/a	2	CE3_2024Oct08_P24-162	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Oct08_09_P24-162_ES2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024Oct08_13_P24-162_ES3.raw	Mus musculus	spleen	lymphocytes	Control	not available	6-8 weeks	male	3	n/a	3	CE3_2024Oct08_P24-162	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Oct08_13_P24-162_ES3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024Oct08_07_P24-162_ES4.raw	Mus musculus	spleen	lymphocytes	NicheProt	not available	6-8 weeks	male	1	n/a	1	CE3_2024Oct08_P24-162	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Oct08_07_P24-162_ES4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024Oct08_11_P24-162_ES5.raw	Mus musculus	spleen	lymphocytes	NicheProt	not available	6-8 weeks	male	2	n/a	2	CE3_2024Oct08_P24-162	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Oct08_11_P24-162_ES5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024Oct08_15_P24-162_ES6.raw	Mus musculus	spleen	lymphocytes	NicheProt	not available	6-8 weeks	male	3	n/a	3	CE3_2024Oct08_P24-162	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Oct08_15_P24-162_ES6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
