source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host subject id]	characteristics[host body site]	characteristics[observed host symbionts]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[metagenome accession]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host subject id]
adult_stool_sample	L2_026_000M1	Homo sapiens	feces	fecal material	Pittsburgh	gut microbiome	Homo sapiens	L2_026_000M1	feces	Phocaeicola vulgatus	1	adult_300kDa_FT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	1	1	04232021_Banfield_Phage_026M_300kDa_FT_10uL_1D_PR180_QE1_s09.raw	PRJNA698986	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	L2_026_000M1
adult_stool_sample	L2_026_000M1	Homo sapiens	feces	fecal material	Pittsburgh	gut microbiome	Homo sapiens	L2_026_000M1	feces	Phocaeicola vulgatus	1	adult_300kDa_FilterTop	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	2	1	04232021_Banfield_Phage_026M_300kDa_FilterTop_10uL_1D_PR180_QE1_s01_20210423203514.raw	PRJNA698986	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	L2_026_000M1
infant_stool_sample	L3_063_250G2	Homo sapiens	feces	fecal material	Pittsburgh	gut microbiome	Homo sapiens	L3_063_250G2	feces	Phocaeicola vulgatus	1	infant_300kDa_FT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	1	1	04232021_Banfield_Phage_063B_300kDa_FT_10uL_1D_PR180_QE1_s10.raw	PRJNA698986	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	L3_063_250G2
infant_stool_sample	L3_063_250G2	Homo sapiens	feces	fecal material	Pittsburgh	gut microbiome	Homo sapiens	L3_063_250G2	feces	Phocaeicola vulgatus	1	infant_300kDa_FilterTop	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.02 Da	2	1	04232021_Banfield_Phage_063B_300kDa_FilterTop_10uL_1D_PR180_QE1_s02.raw	PRJNA698986	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	L3_063_250G2
