source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[growth condition]
spyogenes_HKU419_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	HKU419	RPMI medium	cell	3	run_21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51268_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_HKU419_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	HKU419	RPMI medium	cell	4	run_22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51269_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_HKU419_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	HKU419	RPMI medium	cell	5	run_23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51270_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_HKU419_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	HKU419	RPMI medium	cell	6	run_24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51271_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS003_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	pooled human serum	cell	1	run_25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51284_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS003_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	pooled human serum	cell	2	run_26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51285_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS003_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	pooled human serum	cell	3	run_27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51286_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS003_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	pooled human serum	cell	4	run_28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51287_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS003_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	pooled human serum	cell	5	run_29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51288_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS003_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	pooled human serum	cell	6	run_30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51289_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS003_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	RPMI medium	cell	1	run_31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51278_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS003_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	RPMI medium	cell	2	run_32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51279_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS003_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	RPMI medium	cell	3	run_33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51280_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS003_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	RPMI medium	cell	4	run_34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51281_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS003_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	RPMI medium	cell	5	run_35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51282_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS003_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS003	RPMI medium	cell	6	run_36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51283_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS006_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	pooled human serum	cell	1	run_37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51296_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS006_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	pooled human serum	cell	2	run_38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51297_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS006_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	pooled human serum	cell	3	run_39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51298_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS006_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	pooled human serum	cell	4	run_40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51299_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS006_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	pooled human serum	cell	5	run_41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51300_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS006_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	pooled human serum	cell	6	run_42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51301_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_PS006_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	RPMI medium	cell	1	run_43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51290_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS006_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	RPMI medium	cell	2	run_44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51291_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS006_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	RPMI medium	cell	3	run_45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51292_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS006_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	RPMI medium	cell	4	run_46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51293_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS006_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	RPMI medium	cell	5	run_47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51294_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_PS006_RPMI	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	PS006	RPMI medium	cell	6	run_48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51295_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RPMI medium
spyogenes_SP444_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	SP444	pooled human serum	cell	1	run_49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51260_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_SP444_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	SP444	pooled human serum	cell	2	run_50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51261_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
spyogenes_SP444_Pooled_sera	Streptococcus pyogenes	not applicable	not applicable	normal	not available	not available	not available	SP444	pooled human serum	cell	3	run_51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	51262_SEP_MBPF_MS_QEPlus1_P16_0062_Exp17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	pooled human serum
