source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20220113_HF1_MaRa_SA_P0141B_WT_glycerol_01	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_WT_glycerol_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_WT_glycerol_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_01	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_02	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_03	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glucose_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_ubc8_glycerol_04	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glycerol_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glycerol_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_WT_glucose_01	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_WT_glucose_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_WT_glucose_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_WT_glucose_04	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_WT_glucose_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_WT_glucose_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_ubc8_glycerol_03	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glycerol_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_ubc8_glycerol_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_WT_glucose_02	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_WT_glucose_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_WT_glucose_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20220113_HF1_MaRa_SA_P0141B_WT_glycerol_03	Saccharomyces cerevisiae	not available	1	20220113_HF1_MaRa_SA_P0141B_WT_glycerol_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20220113_HF1_MaRa_SA_P0141B_WT_glycerol_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
