source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
6014_Rmr41MSAs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6014_Rmr41MSAs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6014_Rmr41MSAs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6014_Rmr41MSAs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6101_Bsu41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6101_Bsu41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6101_Bsu41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6101_Bsu41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6011_Tth41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6011_Tth41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6011_Tth41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6011_Tth41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6083_Gka41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6083_Gka41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6083_Gka41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6083_Gka41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6084_Gka41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6084_Gka41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6084_Gka41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6084_Gka41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6010_Tth41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6010_Tth41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6010_Tth41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6010_Tth41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6037_Tth41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6037_Tth41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6037_Tth41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6037_Tth41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6030_Rmr41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6030_Rmr41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6030_Rmr41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6030_Rmr41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6104_Rmr41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6104_Rmr41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6104_Rmr41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6104_Rmr41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6079_Eco41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6079_Eco41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6079_Eco41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6079_Eco41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6103_Rmr41MSAs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6103_Rmr41MSAs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6103_Rmr41MSAs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6103_Rmr41MSAs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
5996_Gka41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	5996_Gka41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	5996_Gka41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/5996_Gka41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6060_Eco41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6060_Eco41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6060_Eco41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6060_Eco41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
