source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
6077_Eco41MSAs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6077_Eco41MSAs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6077_Eco41MSAs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6077_Eco41MSAs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
5995_Gka41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	5995_Gka41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	5995_Gka41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/5995_Gka41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6015_Rmr41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6015_Rmr41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6015_Rmr41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6015_Rmr41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6028_Rmr41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6028_Rmr41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6028_Rmr41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6028_Rmr41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6057_Eco41MSAs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6057_Eco41MSAs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6057_Eco41MSAs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6057_Eco41MSAs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6074_Eco41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6074_Eco41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6074_Eco41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6074_Eco41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6109_Rmr41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6109_Rmr41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6109_Rmr41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6109_Rmr41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
5994_Gka41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	5994_Gka41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	5994_Gka41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/5994_Gka41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6065_Bsu41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6065_Bsu41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6065_Bsu41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6065_Bsu41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6090_Gka41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6090_Gka41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6090_Gka41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6090_Gka41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6063_Bsu41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6063_Bsu41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6063_Bsu41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6063_Bsu41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6006_Gka41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6006_Gka41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6006_Gka41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6006_Gka41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6017_Rmr41MSDs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6017_Rmr41MSDs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6017_Rmr41MSDs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6017_Rmr41MSDs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6064_Bsu41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6064_Bsu41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6064_Bsu41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6064_Bsu41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6005_Gka41MSCs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6005_Gka41MSCs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6005_Gka41MSCs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6005_Gka41MSCs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
6088_Gka41MSBs.baf	escherichia coli str. k-12 substr. w3110	not available	not applicable	not available	1	6088_Gka41MSBs.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=microtof-q ii;AC=MS:1000704	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	6088_Gka41MSBs.baf	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD002833/6088_Gka41MSBs.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
