source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
bv2_phospho_2-1_2	Mus musculus	Microglial cell	not applicable	not available	2	bv2_phospho_2-1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_2-1_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_2-1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_1-2_2	Mus musculus	Microglial cell	not applicable	not available	2	bv2_phospho_1-2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_1-2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_1-2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_2-1_4	Mus musculus	Microglial cell	not applicable	not available	4	bv2_phospho_2-1_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_2-1_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_2-1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_3-3_3	Mus musculus	Microglial cell	not applicable	not available	3	bv2_phospho_3-3_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_3-3_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_3-3_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_2-2_1	Mus musculus	Microglial cell	not applicable	not available	1	bv2_phospho_2-2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_2-2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_2-2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_3-1_3	Mus musculus	Microglial cell	not applicable	not available	3	bv2_phospho_3-1_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_3-1_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_3-1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_2-3_4	Mus musculus	Microglial cell	not applicable	not available	4	bv2_phospho_2-3_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_2-3_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_2-3_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_2-3_2	Mus musculus	Microglial cell	not applicable	not available	2	bv2_phospho_2-3_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_2-3_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_2-3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_2-3_1	Mus musculus	Microglial cell	not applicable	not available	1	bv2_phospho_2-3_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_2-3_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_2-3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
bv2_phospho_1-1_1	Mus musculus	Microglial cell	not applicable	not available	1	bv2_phospho_1-1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	bv2_phospho_1-1_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001033/bv2_phospho_1-1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Microglial cell
