source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
180714_NJ_Bastida_ALP176	180714_NJ_Bastida_ALP176	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_ALP176	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_ALP176.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_ALP188	180714_NJ_Bastida_ALP188	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_ALP188	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_ALP188.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_ALP196	180714_NJ_Bastida_ALP196	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_ALP196	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_ALP196.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_BOR138	180714_NJ_Bastida_BOR138	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_BOR138	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_BOR138.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_BOR143	180714_NJ_Bastida_BOR143	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_BOR143	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_BOR143.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_BOR153	180714_NJ_Bastida_BOR153	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_BOR153	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_BOR153.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_BOS163	180714_NJ_Bastida_BOS163	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_BOS163	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_BOS163.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_CAL104	180714_NJ_Bastida_CAL104	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_CAL104	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_CAL104.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_CAL406	180714_NJ_Bastida_CAL406	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_CAL406	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_CAL406.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
180714_NJ_Bastida_CAL416	180714_NJ_Bastida_CAL416	Escherichia coli	soil	not applicable	not available	Structure_and_function_of_the_topsoil_metaproteome_across_global_biomes_a_survey_of_the_topsoil_metaproteome_across_global_biomes	soil	soil	not available	not available	not available	not available	soil microbiome	1	180714_NJ_Bastida_CAL416	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	180714_NJ_Bastida_CAL416.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
