source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
MCF7_membrane_1	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	1	run_1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_2	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	2	run_2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_02.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_3	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	3	run_3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_03.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_4	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	4	run_4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_04.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_5	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	5	run_5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_6	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	6	run_6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_06.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_7	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	7	run_7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_07.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_8	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	8	run_8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_08.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_9	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	9	run_9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_09.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
MCF7_membrane_10	Homo sapiens	breast	not available	breast adenocarcinoma	MCF7_membrane	10	run_10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	450 ppm	1	1	MCF7_ISD_RG_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MCF7_membrane
