source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
wt_skin_fibroblast_13	Mus musculus	skin of body	skin fibroblast	not available	wt_skin_fibroblast	13	run_13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	1	Circadianproteomics_Validation_WT_Global_MSF_Fr5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_skin_fibroblast
wt_skin_fibroblast_14	Mus musculus	skin of body	skin fibroblast	not available	wt_skin_fibroblast	14	run_14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	1	Circadianproteomics_Validation_WT_Global_MSF_Fr6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_skin_fibroblast
wt_skin_fibroblast_15	Mus musculus	skin of body	skin fibroblast	not available	wt_skin_fibroblast	15	run_15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	1	Circadianproteomics_Validation_WT_Global_MSF_Fr7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_skin_fibroblast
wt_skin_fibroblast_16	Mus musculus	skin of body	skin fibroblast	not available	wt_skin_fibroblast	16	run_16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	1	Circadianproteomics_Validation_WT_Global_MSF_Fr8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_skin_fibroblast
wt_liver_1	Mus musculus	liver	not available	not available	wt_liver	1	run_17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_2	Mus musculus	liver	not available	not available	wt_liver	2	run_18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_3	Mus musculus	liver	not available	not available	wt_liver	3	run_19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_4	Mus musculus	liver	not available	not available	wt_liver	4	run_20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_5	Mus musculus	liver	not available	not available	wt_liver	5	run_21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_6	Mus musculus	liver	not available	not available	wt_liver	6	run_22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_7	Mus musculus	liver	not available	not available	wt_liver	7	run_23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_8	Mus musculus	liver	not available	not available	wt_liver	8	run_24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Discovery_WT_Global_Mice_Liver_Fr8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_9	Mus musculus	liver	not available	not available	wt_liver	9	run_25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Validation_WT_Global_Mice_Liver_Fr1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_10	Mus musculus	liver	not available	not available	wt_liver	10	run_26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Validation_WT_Global_Mice_Liver_Fr2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_11	Mus musculus	liver	not available	not available	wt_liver	11	run_27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Validation_WT_Global_Mice_Liver_Fr3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_12	Mus musculus	liver	not available	not available	wt_liver	12	run_28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Validation_WT_Global_Mice_Liver_Fr4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_13	Mus musculus	liver	not available	not available	wt_liver	13	run_29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Validation_WT_Global_Mice_Liver_Fr5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_14	Mus musculus	liver	not available	not available	wt_liver	14	run_30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Validation_WT_Global_Mice_Liver_Fr7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
wt_liver_15	Mus musculus	liver	not available	not available	wt_liver	15	run_31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	5 ppm	1	2	Circadianproteomics_Validation_WT_Global_Mice_Liver_Fr8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	wt_liver
