source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
QE614_MSQ591_JHerdy_20160413_eBK	QE614_MSQ591_JHerdy_20160413_eBK	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_eBK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_eBK.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_eBK_post-blank_14	QE614_MSQ591_JHerdy_20160413_eBK_post-blank_14	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_eBK_post-blank_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_eBK_post-blank_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_eBK_post-trap-blank_14	QE614_MSQ591_JHerdy_20160413_eBK_post-trap-blank_14	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_eBK_post-trap-blank_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_eBK_post-trap-blank_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_eBK_pre-blank13	QE614_MSQ591_JHerdy_20160413_eBK_pre-blank13	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_eBK_pre-blank13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_eBK_pre-blank13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_PGL1	QE614_MSQ591_JHerdy_20160413_PGL1	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_PGL1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_PGL1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_PGL12	QE614_MSQ591_JHerdy_20160413_PGL12	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_PGL12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_PGL12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_PGL12_pre-blank5	QE614_MSQ591_JHerdy_20160413_PGL12_pre-blank5	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_PGL12_pre-blank5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_PGL12_pre-blank5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_PGL19	QE614_MSQ591_JHerdy_20160413_PGL19	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_PGL19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_PGL19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_PGL19_pre-blank6	QE614_MSQ591_JHerdy_20160413_PGL19_pre-blank6	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_PGL19_pre-blank6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_PGL19_pre-blank6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QE614_MSQ591_JHerdy_20160413_PGL1_pre-blank1	QE614_MSQ591_JHerdy_20160413_PGL1_pre-blank1	Homo sapiens	not available	not applicable	not available	Metaproteomic_analysis_of_dental_calculus_from_Scottish_prisoners_from_the_Battle_of_Dunbar_1650	not available	not available	not available	not available	not available	not available	1	QE614_MSQ591_JHerdy_20160413_PGL1_pre-blank1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	QE614_MSQ591_JHerdy_20160413_PGL1_pre-blank1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
