source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
LiP_WT_1	Mycobacterium tuberculosis sumu001	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	210611_EX1_dschuster_C03_007.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
LiP_WT_2	Mycobacterium tuberculosis sumu001	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	210611_EX1_dschuster_C03_001.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
LiP_WT_3	Mycobacterium tuberculosis sumu001	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	3	210611_EX1_dschuster_C03_015.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
LiP_WT_4	Mycobacterium tuberculosis sumu001	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	4	210611_EX1_dschuster_C03_002.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
LiP_mut_1	Mycobacterium tuberculosis sumu001	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	210611_EX1_dschuster_C03_016.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
LiP_mut_2	Mycobacterium tuberculosis sumu001	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	210611_EX1_dschuster_C03_003.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
LiP_mut_3	Mycobacterium tuberculosis sumu001	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	3	210611_EX1_dschuster_C03_009.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
LiP_mut_4	Mycobacterium tuberculosis sumu001	not available	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	4	210611_EX1_dschuster_C03_011.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Trypsin_WT_1	Mycobacterium tuberculosis sumu001	not available	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	210611_EX1_dschuster_C03_014.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Trypsin_WT_2	Mycobacterium tuberculosis sumu001	not available	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	210611_EX1_dschuster_C03_005.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Trypsin_WT_3	Mycobacterium tuberculosis sumu001	not available	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	3	210611_EX1_dschuster_C03_004.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	40 ppm	not available	NT=ms-proteomics;VV=v1.1.0
