source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	factor value[organism part]
Hels_Cx2	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_05_Hels_Cx2_4	proteomic profiling by mass spectrometry	1	20140909_JG_05_Hels_Cx2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx2	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_06_Hels_Cx2_5	proteomic profiling by mass spectrometry	1	20140909_JG_06_Hels_Cx2_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx2	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_07_Hels_Cx2_6	proteomic profiling by mass spectrometry	1	20140909_JG_07_Hels_Cx2_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx2	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_08_Hels_Cx2_7	proteomic profiling by mass spectrometry	1	20140909_JG_08_Hels_Cx2_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx2	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_09_Hels_Cx2_8	proteomic profiling by mass spectrometry	1	20140909_JG_09_Hels_Cx2_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_11_Hels_Cx3_1	proteomic profiling by mass spectrometry	1	20140909_JG_11_Hels_Cx3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_12_Hels_Cx3_2	proteomic profiling by mass spectrometry	1	20140909_JG_12_Hels_Cx3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_13_Hels_Cx3_3	proteomic profiling by mass spectrometry	1	20140909_JG_13_Hels_Cx3_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_14_Hels_Cx3_4	proteomic profiling by mass spectrometry	1	20140909_JG_14_Hels_Cx3_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_15_Hels_Cx3_5	proteomic profiling by mass spectrometry	1	20140909_JG_15_Hels_Cx3_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_16_Hels_Cx3_6	proteomic profiling by mass spectrometry	1	20140909_JG_16_Hels_Cx3_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_17_Hels_Cx3_7	proteomic profiling by mass spectrometry	1	20140909_JG_17_Hels_Cx3_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx3	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140909_JG_18_Hels_Cx3_8	proteomic profiling by mass spectrometry	1	20140909_JG_18_Hels_Cx3_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_02_Hels_Cx4_1	proteomic profiling by mass spectrometry	1	20140911_JG_02_Hels_Cx4_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_03_Hels_Cx4_2	proteomic profiling by mass spectrometry	1	20140911_JG_03_Hels_Cx4_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_04_Hels_Cx4_3	proteomic profiling by mass spectrometry	1	20140911_JG_04_Hels_Cx4_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_05_Hels_Cx4_4	proteomic profiling by mass spectrometry	1	20140911_JG_05_Hels_Cx4_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_06_Hels_Cx4_5	proteomic profiling by mass spectrometry	1	20140911_JG_06_Hels_Cx4_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_07_Hels_Cx4_6	proteomic profiling by mass spectrometry	1	20140911_JG_07_Hels_Cx4_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_08_Hels_Cx4_7	proteomic profiling by mass spectrometry	1	20140911_JG_08_Hels_Cx4_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx4	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_09_Hels_Cx4_8	proteomic profiling by mass spectrometry	1	20140911_JG_09_Hels_Cx4_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx5	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_12_Hels_Cx5_2	proteomic profiling by mass spectrometry	1	20140911_JG_12_Hels_Cx5_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx5	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_13_Hels_Cx5_3	proteomic profiling by mass spectrometry	1	20140911_JG_13_Hels_Cx5_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx5	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_14_Hels_Cx5_4	proteomic profiling by mass spectrometry	1	20140911_JG_14_Hels_Cx5_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx5	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_15_Hels_Cx5_5	proteomic profiling by mass spectrometry	1	20140911_JG_15_Hels_Cx5_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx5	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_16_Hels_Cx5_6	proteomic profiling by mass spectrometry	1	20140911_JG_16_Hels_Cx5_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx5	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_17_Hels_Cx5_7	proteomic profiling by mass spectrometry	1	20140911_JG_17_Hels_Cx5_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_Cx5	Homo sapiens	cerebral cortex	1	not pooled	disease free	tissue	not available	not available	not available	20140911_JG_18_Hels_Cx5_8	proteomic profiling by mass spectrometry	1	20140911_JG_18_Hels_Cx5_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	cerebral cortex
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_02_Hels_WM_1_1	proteomic profiling by mass spectrometry	1	20140912_JG_02_Hels_WM_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_03_Hels_WM_1_2	proteomic profiling by mass spectrometry	1	20140912_JG_03_Hels_WM_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_04_Hels_WM_1_3	proteomic profiling by mass spectrometry	1	20140912_JG_04_Hels_WM_1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_05_Hels_WM_1_4	proteomic profiling by mass spectrometry	1	20140912_JG_05_Hels_WM_1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
