source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
MP1_OrbiElite02094	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	MP1_OrbiElite02094	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MP1_OrbiElite02094.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/MP1_OrbiElite02094.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
TP5_2_OrbiElite02097	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	TP5_2_OrbiElite02097	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	TP5_2_OrbiElite02097.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/TP5_2_OrbiElite02097.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
TP30_1_OrbiElite02096	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	TP30_1_OrbiElite02096	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	TP30_1_OrbiElite02096.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/TP30_1_OrbiElite02096.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
MP2_OrbiElite02099	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	MP2_OrbiElite02099	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MP2_OrbiElite02099.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/MP2_OrbiElite02099.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
TP5_1_OrbiElite02095	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	TP5_1_OrbiElite02095	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	TP5_1_OrbiElite02095.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/TP5_1_OrbiElite02095.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
MP3_OrbiElite02101	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	MP3_OrbiElite02101	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MP3_OrbiElite02101.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/MP3_OrbiElite02101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
TP5_3_OrbiElite02102	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	TP5_3_OrbiElite02102	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	TP5_3_OrbiElite02102.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/TP5_3_OrbiElite02102.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
TP30_3_OrbiElite02100	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	TP30_3_OrbiElite02100	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	TP30_3_OrbiElite02100.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/TP30_3_OrbiElite02100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
TP30_2_OrbiElite02098	nicotiana tabacum	Cell suspension culture	not applicable	not available	enrichment of phosphorylated protein	1	TP30_2_OrbiElite02098	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	TP30_2_OrbiElite02098.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD003042/TP30_2_OrbiElite02098.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell suspension culture
