source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]
PXD066280-sample-1	Homo sapiens	colon	HCT 116	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	1	run 1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	E240302_01_KL_HCT116_WT_PulldownID_inSitu_SDA_rep1_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116
PXD066280-sample-1	Homo sapiens	colon	HCT 116	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	1	run 2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	E240302_02_KL_HCT116_WT_PulldownID_inSitu_SDA_rep1_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116
PXD066280-sample-1	Homo sapiens	colon	HCT 116	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	1	run 3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	E240302_03_KL_HCT116_WT_PulldownID_inSitu_SDA_rep1_inj3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116
PXD066280-sample-2	Homo sapiens	colon	HCT 116	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	2	run 4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	E240302_05_KL_HCT116_WT_PulldownID_inSitu_SDA_rep2_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116
PXD066280-sample-2	Homo sapiens	colon	HCT 116	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	2	run 5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	E240302_06_KL_HCT116_WT_PulldownID_inSitu_SDA_rep2_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116
PXD066280-sample-2	Homo sapiens	colon	HCT 116	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	2	run 6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	E240302_07_KL_HCT116_WT_PulldownID_inSitu_SDA_rep2_inj3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116
PXD066280-sample-3	Homo sapiens	colon	HCT 116 RPN1-3xFLAG-biotin knock-in	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	1	run 7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	E240301_01_KL_hRpn1-biotin_PulldownID_inSitu_SDA_rep1_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116 RPN1-3xFLAG-biotin knock-in
PXD066280-sample-3	Homo sapiens	colon	HCT 116 RPN1-3xFLAG-biotin knock-in	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	1	run 8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	2	E240301_02_KL_hRpn1-biotin_PulldownID_inSitu_SDA_rep1_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116 RPN1-3xFLAG-biotin knock-in
PXD066280-sample-3	Homo sapiens	colon	HCT 116 RPN1-3xFLAG-biotin knock-in	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	1	run 9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	3	E240301_03_KL_hRpn1-biotin_PulldownID_inSitu_SDA_rep1_inj3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116 RPN1-3xFLAG-biotin knock-in
PXD066280-sample-4	Homo sapiens	colon	HCT 116 RPN1-3xFLAG-biotin knock-in	CVCL_0291	HCT 116	colon carcinoma	male	48Y	European ancestry	Affinity purification coupled with mass spectrometry proteomics	2	run 10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin/P;AC=MS:1001313	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Pyro-carbamidomethyl;AC=UNIMOD:26;PP=Any N-term;TA=C;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;PP=Any N-term;TA=E;MT=Variable	NT=SDA;MM=82.04186;TA=K;MT=Variable	NT=hydrolyzed SDA;MM=100.05243;TA=K;MT=Variable	NT=SDA-derived modification (unassigned);MM=110.04801;TA=K;MT=Variable	cross-linking mass spectrometry	NT=SDA;AC=XLMOD:02134	NT=HCD;AC=MS:1000422	29 NCE	20 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	E240301_05_KL_hRpn1-biotin_PulldownID_inSitu_SDA_rep2_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	manual curation	HCT 116 RPN1-3xFLAG-biotin knock-in
