source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
HF1_EBAY_Cb1L_24-10_P1_1_250117	Escherichia coli	not available	not available	1	not available	HF1_EBAY_Cb1L_24-10_P1_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cb1L_24-10_P1_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cl5L_02-11_P1_1_250117	Escherichia coli	not available	not available	1	not available	HF1_EBAY_Cl5L_02-11_P1_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cl5L_02-11_P1_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cb5L_21-11_P1_1_250117	Escherichia coli	not available	not available	1	not available	HF1_EBAY_Cb5L_21-11_P1_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cb5L_21-11_P1_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cl2L_29-11_P2_1_250117	Escherichia coli	not available	not available	2	not available	HF1_EBAY_Cl2L_29-11_P2_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cl2L_29-11_P2_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cb2L_24-10_P1_1_250117	Escherichia coli	not available	not available	1	not available	HF1_EBAY_Cb2L_24-10_P1_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cb2L_24-10_P1_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cb1L_24-10_P2_1_250117	Escherichia coli	not available	not available	2	not available	HF1_EBAY_Cb1L_24-10_P2_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cb1L_24-10_P2_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cl2L_29-11_P1_1_250117	Escherichia coli	not available	not available	1	not available	HF1_EBAY_Cl2L_29-11_P1_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cl2L_29-11_P1_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cl2L_05-11_P2_1_250117	Escherichia coli	not available	not available	2	not available	HF1_EBAY_Cl2L_05-11_P2_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cl2L_05-11_P2_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cl2L_05-11_P1_1_250117	Escherichia coli	not available	not available	1	not available	HF1_EBAY_Cl2L_05-11_P1_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cl2L_05-11_P1_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
HF1_EBAY_Cb5L_21-11_P2_1_250117	Escherichia coli	not available	not available	2	not available	HF1_EBAY_Cb5L_21-11_P2_1_250117	proteomic profiling by mass spectrometry	1	HF1_EBAY_Cb5L_21-11_P2_1_250117.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
