source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Froze_Core_2015_N1_0_10_13_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N1_0_10_13_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N1_0_10_13_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N1_0_10_13_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N1_10_20_21_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N1_10_20_21_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N1_10_20_21_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N1_10_20_21_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N1_20_30_20_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N1_20_30_20_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N1_20_30_20_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N1_20_30_20_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N1_30_40_25_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N1_30_40_25_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N1_30_40_25_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N1_30_40_25_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N1_40_50_16_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N1_40_50_16_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N1_40_50_16_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N1_40_50_16_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N2_0_30_8_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N2_0_30_8_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N2_0_30_8_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N2_0_30_8_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N2_30_40_10_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N2_30_40_10_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N2_30_40_10_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N2_30_40_10_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N2_40_50_1_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N2_40_50_1_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N2_40_50_1_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N2_40_50_1_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N2_50_60_34_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N2_50_60_34_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N2_50_60_34_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N2_50_60_34_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Froze_Core_2015_N3_0_10_27_QE_26May16_Pippin_16-03-39	Froze_Core_2015_N3_0_10_27_QE_26May16_Pippin_16-03-39	soil metagenome	soil	not applicable	not available	Columbia_River_sediment_HUM-V_Hyporheic_Uncultured_Microbial_and_Viral_database_metaproteome	soil	soil	not available	not available	not available	not available	soil microbiome	1	Froze_Core_2015_N3_0_10_27_QE_26May16_Pippin_16-03-39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Froze_Core_2015_N3_0_10_27_QE_26May16_Pippin_16-03-39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
