source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[culture medium]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	factor value[gradient length]
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_022	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	22	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_023	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_023.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	23	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_024	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_024.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	24	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_025	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	25	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_026	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_026.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	26	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_027	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_027.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	27	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_028	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_028.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	28	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_029	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_029.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	29	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_030	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_030.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	30	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_031	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_031.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	31	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_032	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_032.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	32	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_033	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_033.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	33	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_034	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_034.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	34	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_035	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_035.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	35	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_036	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_036.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	36	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_037	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_037.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	37	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_038	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_038.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	38	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_039	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_039.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	39	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_040	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_040.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	40	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_041	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_041.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	41	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
HeLa digest high-pH RP fractions 21 min library	Homo sapiens	not applicable	epithelial cell	1	endocervical adenocarcinoma	cell line	African American	30Y6M	female	adult	HeLa	CVCL_0030	HeLa	uterine cervix	not available	Dulbecco's Modified Eagle Medium	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_042	proteomic profiling by mass spectrometry	1	20210709_EXPL2_SoSt_SA_HeLa-library_21min_DDA_200ng_FR_042.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	42	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	30% NCE	40 ppm	40 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	400m/z-1000m/z	21 min
